Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2019,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Vessel,8.735,19257.3936,197355,Import,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Man-made Filaments,Truck,41554.401,91611847.21,148422454,Import,50 - 63  Textiles
2021,Texas-Mexico Trade,Preparations of Fish and Meat,Truck,0,0,286690584,Export,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Organic Chemicals,Truck,57773.694,127369296.6,306238861,Import,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Pharmaceutical Products,Other,0.004,8.8184,64973,Import,28 - 38  Chemicals & Allied Industries
2013,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Rail,0,0,2103482,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Preparations of Cereals and Flour,Vessel,1.766,3893.3667,7712,Import,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,0,0,2526457,Export,28 - 38  Chemicals & Allied Industries
2013,Texas-Mexico Trade,Other Made up Textile Articles,Truck,84745.885,186832847.6,469601176,Import,50 - 63  Textiles
2013,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Rail,0,0,18356261,Export,86 - 89  Transportation
2013,Texas-Mexico Trade,Articles of Leather and Handbags,Other,0,0,376201,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2020,Texas-Mexico Trade,Cereals,Rail,3514.54,7748240.71,1215616,Import,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Locomotives and Traffic Signals,Vessel,16.554,36495.3525,85061,Import,86 - 89  Transportation
2016,Texas-Mexico Trade,Measuring and Testing Instruments,Vessel,29.067,64081.8165,4295108,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Articles of Iron and Steel,Vessel,7146.411,15755152.21,55256891,Export,72 - 83  Metals
2016,Texas-Mexico Trade,Preparations of Fish and Meat,Vessel,77.982,171921.0215,193970,Import,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Computer-Related Machinery and Parts,Foreign Trade Zones,23451.722,51702239.02,478947681,Import,84 - 85  Machinery / Electrical
2015,Texas-Mexico Trade,Articles of Leather and Handbags,Air,3.626,7993.9669,93816,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2016,Texas-Mexico Trade,Lead and Articles,Other,0,0,86924,Export,72 - 83  Metals
2023,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Other,69.753,153779.1659,1447385,Import,90 - 97  Miscellaneous
2019,Texas-Mexico Trade,Tanning or Dyeing Extracts,Air,26.173,57701.6332,407766,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Raw Hides and Skins,Vessel,485.723,1070836.787,958620,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2021,Texas-Mexico Trade,Miscellaneous Chemical Products,Other,0,0,5334378,Export,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,0,0,67254827,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Food Residues and Waste,Rail,0,0,1189066782,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Plastics and Articles,Air,65.994,145491.9812,821113,Import,39 - 40  Plastics / Rubbers
2015,Texas-Mexico Trade,Silk,Truck,0,0,160934,Export,50 - 63  Textiles
2023,Texas-Mexico Trade,Silk,Truck,23.465,51731.5113,1873150,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Man-made Staple Fibers,Other,0,0,7756,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Other,0,0,375422,Export,86 - 89  Transportation
2018,Texas-Mexico Trade,Impregnated Fabrics,Rail,0,0,167731,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Paper and Paperboard,Vessel,300.359,662178.7857,274736,Export,44 - 49  Wood & Wood Products
2016,Texas-Mexico Trade,Tools of Base Metal,Rail,2533.061,5584448.137,5586398,Import,72 - 83  Metals
2016,Texas-Mexico Trade,Fertilizers,Vessel,2213.35,4879605.46,766356,Export,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Truck,0,0,266331037,Export,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Musical Instruments and Parts,Air,1.132,2495.6344,62203,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,0,0,22532697,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Coffee; Tea and Spices,Truck,0,0,52058734,Export,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Headgear,Air,0.159,350.5351,2431,Import,64 - 67  Footwear / Headgear
2015,Texas-Mexico Trade,Copper and Articles,Rail,0,0,673444,Export,72 - 83  Metals
2022,Texas-Mexico Trade,Miscellaneous Chemical Products,Vessel,61002.062,134486635.6,149794612,Export,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Other,0,0,59282,Export,25 - 27  Mineral Products
2021,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,0.02,44.0923,39976,Import,68 - 71  Stone / Glass
2018,Texas-Mexico Trade,Vehicles Other than Railway,Truck,5043549.468,11119132321,35737327115,Import,86 - 89  Transportation
2017,Texas-Mexico Trade,Works of Art and Antiques,Air,37.74,83202.5247,12221404,Import,90 - 97  Miscellaneous
2018,Texas-Mexico Trade,Aluminum and Articles,Other,0.001,2.2046,6962,Import,72 - 83  Metals
2014,Texas-Mexico Trade,Plastics and Articles,Vessel,15741.559,34704225.38,24671439,Export,39 - 40  Plastics / Rubbers
2017,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,0,0,443760908,Export,16 - 24  Foodstuffs
2014,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,10895.588,24020679.37,88535107,Import,90 - 97  Miscellaneous
2019,Texas-Mexico Trade,Meat and Edible Offal,Vessel,62.155,137028.4308,59494,Export,01 - 05  Animal & Animal Products
2021,Texas-Mexico Trade,Essential Oils and Resinoids,Other,0,0,1380401,Export,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Malts; Starches and Inulin,Truck,0,0,67262706,Export,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Other,0,0,187217,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Pharmaceutical Products,Rail,8314.12,18329511.98,9894495,Import,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Vessel,526.416,1160549.565,17075375,Import,84 - 85  Machinery / Electrical
2014,Texas-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,0.035,77.1618,21501,Import,44 - 49  Wood & Wood Products
2015,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,10361.483,22843178.45,19299163,Import,06 - 15  Vegetable Products
2020,Texas-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Rail,0,0,26831851,Export,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Printed Books,Rail,326.483,719772.3945,744118,Import,44 - 49  Wood & Wood Products
2023,Texas-Mexico Trade,Paper and Paperboard,Vessel,11022.886,24301323.66,6350167,Import,44 - 49  Wood & Wood Products
2018,Texas-Mexico Trade,Coffee; Tea and Spices,Vessel,7531.773,16604730.68,20402567,Import,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,0,0,5257141,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Cereals,Vessel,397381.386,876076707.7,145704392,Export,06 - 15  Vegetable Products
2017,Texas-Mexico Trade,Glass,Rail,26396.249,58193815.15,46935204,Import,68 - 71  Stone / Glass
2018,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,2949035.262,6501515155,2433612944,Import,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Aluminum and Articles,Vessel,3388.306,7469942.15,16705548,Import,72 - 83  Metals
2019,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Vessel,1.957,4314.4497,66788,Export,72 - 83  Metals
2023,Texas-Mexico Trade,Ores; Slag and Ash,Truck,0,0,24992216,Export,25 - 27  Mineral Products
2015,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Air,3.474,7658.8651,14599,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Truck,137096.632,302246582.8,414843126,Import,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Iron and Steel,Truck,981928.797,2164784205,1390732367,Import,72 - 83  Metals
2019,Texas-Mexico Trade,Preparations of Cereals and Flour,Rail,0,0,13058711,Export,16 - 24  Foodstuffs
2014,Texas-Mexico Trade,Musical Instruments and Parts,Rail,0,0,10500,Export,90 - 97  Miscellaneous
2022,Texas-Mexico Trade,Printed Books,Vessel,15.035,33146.528,447931,Export,44 - 49  Wood & Wood Products
2022,Texas-Mexico Trade,Man-made Filaments,Air,0.144,317.4659,35400,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Aluminum and Articles,Other,0,0,1396569,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Tin and Articles,Air,0.279,615.0901,26357,Export,72 - 83  Metals
2021,Texas-Mexico Trade,Dairy Products,Rail,0,0,7120973,Export,01 - 05  Animal & Animal Products
2014,Texas-Mexico Trade,Food Residues and Waste,Air,33.468,73784.3699,63760,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Knitted or Crocheted Apparel,Rail,334.162,736701.7049,2869955,Import,50 - 63  Textiles
2020,Texas-Mexico Trade,Tools of Base Metal,Air,4.862,10718.883,498462,Import,72 - 83  Metals
2018,Texas-Mexico Trade,Headgear,Air,0.027,59.5248,1603,Import,64 - 67  Footwear / Headgear
2020,Texas-Mexico Trade,Tanning or Dyeing Extracts,Truck,0,0,1192394588,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,2416.087,5326564.396,438590359,Import,86 - 89  Transportation
2017,Texas-Mexico Trade,Plastics and Articles,Other,0,0,13698603,Export,39 - 40  Plastics / Rubbers
2023,Texas-Mexico Trade,Copper and Articles,Air,4.251,9371.8575,167807,Export,72 - 83  Metals
2016,Texas-Mexico Trade,Glass,Air,0.093,205.03,3825,Import,68 - 71  Stone / Glass
2013,Texas-Mexico Trade,Man-made Staple Fibers,Rail,0,0,9017997,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Raw Hides and Skins,Other,0,0,262522,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2021,Texas-Mexico Trade,Wood and Articles,Rail,11363.574,25052412.74,4185223,Import,44 - 49  Wood & Wood Products
2021,Texas-Mexico Trade,Silk,Truck,0,0,24811,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25543976.42,56314874197,6265756487,Import,25 - 27  Mineral Products
2013,Texas-Mexico Trade,Cork and Articles,Air,6.456,14233.0552,40663,Export,44 - 49  Wood & Wood Products
2020,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Air,8.4,18518.8444,302774,Import,50 - 63  Textiles
2013,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,12.808,28236.8295,62636,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,73.625,162315.4728,306406,Import,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,0,0,3446721,Export,25 - 27  Mineral Products
2014,Texas-Mexico Trade,Live Animals,Air,0.085,187.393,3840,Import,01 - 05  Animal & Animal Products
2016,Texas-Mexico Trade,Locomotives and Traffic Signals,Rail,0,0,457946226,Export,86 - 89  Transportation
2014,Texas-Mexico Trade,Iron and Steel,Rail,0,0,1298265124,Export,72 - 83  Metals
2015,Texas-Mexico Trade,Vehicles Other than Railway,Truck,3797807.19,8372738474,28526294014,Import,86 - 89  Transportation
2024,Texas-Mexico Trade,Dairy Products,Rail,13830.537,30491139.61,9983753,Import,01 - 05  Animal & Animal Products
2017,Texas-Mexico Trade,Plastics and Articles,Vessel,1469.374,3239417.801,2645916,Import,39 - 40  Plastics / Rubbers
2017,Texas-Mexico Trade,Fertilizers,Vessel,58.168,128238.5931,108017,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Man-made Filaments,Truck,27291.117,60166662.99,128943992,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,4842623.202,10676165368,72530955,Import,25 - 27  Mineral Products
2018,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Rail,1487.389,3279134.111,4185972,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Copper and Articles,Truck,67875.289,149639519.7,401046138,Import,72 - 83  Metals
2023,Texas-Mexico Trade,Footwear,Other,0.315,694.4565,5435,Import,64 - 67  Footwear / Headgear
2015,Texas-Mexico Trade,Lead and Articles,Truck,65456.463,144306916.8,69835922,Import,72 - 83  Metals
2016,Texas-Mexico Trade,Special Classification Provisions,Air,26.53,58488.6857,132650,Export,98 - 99  Service
2024,Texas-Mexico Trade,Toys; Games and Sport Equipment,Rail,17268.906,38071451.88,84170740,Import,90 - 97  Miscellaneous
2018,Texas-Mexico Trade,Cereals,Truck,0,0,167995646,Export,06 - 15  Vegetable Products
2015,Texas-Mexico Trade,Cotton,Other,0,0,117398,Export,50 - 63  Textiles
2018,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Other,0,0,170134,Export,16 - 24  Foodstuffs
2019,Texas-Mexico Trade,Knitted or Crocheted Apparel,Air,7.558,16662.5504,275170,Export,50 - 63  Textiles
2018,Texas-Mexico Trade,Miscellaneous Chemical Products,Rail,46350.724,102185938,58240210,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Ores; Slag and Ash,Truck,6985.011,15399325.82,24658392,Import,25 - 27  Mineral Products
2018,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,3925719.718,8654737557,67232617,Import,25 - 27  Mineral Products
2017,Texas-Mexico Trade,Man-made Staple Fibers,Rail,0,0,7730851,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Clocks; Watches and Parts,Air,165.033,363835.7789,15541471,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Measuring and Testing Instruments,Air,343.035,756263.3291,49185158,Export,90 - 97  Miscellaneous
2021,Texas-Mexico Trade,Glass,Air,75.086,165536.4282,984165,Import,68 - 71  Stone / Glass
2016,Texas-Mexico Trade,Plastics and Articles,Vessel,383.824,846187.7616,2056887,Import,39 - 40  Plastics / Rubbers
2018,Texas-Mexico Trade,Miscellaneous Edible Preparations,Other,0,0,1066757,Export,16 - 24  Foodstuffs
2014,Texas-Mexico Trade,Paper and Paperboard,Truck,0,0,2142789125,Export,44 - 49  Wood & Wood Products
2024,Texas-Mexico Trade,Copper and Articles,Other,0,0,28514122,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,0,0,18693016,Export,25 - 27  Mineral Products
2022,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,4116,9074234.113,1889006,Export,06 - 15  Vegetable Products
2015,Texas-Mexico Trade,Straw and Basketware,Rail,0,0,11459,Export,44 - 49  Wood & Wood Products
2015,Texas-Mexico Trade,Fertilizers,Truck,18352.844,40461128.06,18675940,Import,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Impregnated Fabrics,Other,0,0,173767,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Air,15.362,33867.4398,665494,Import,50 - 63  Textiles
2014,Texas-Mexico Trade,Special Woven Fabrics,Air,1.16,2557.3641,43893,Import,50 - 63  Textiles
2024,Texas-Mexico Trade,Computer-Related Machinery and Parts,Other,0,0,186035326,Export,84 - 85  Machinery / Electrical
2018,Texas-Mexico Trade,Man-made Filaments,Air,4.645,10240.4803,13860,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,3.032,6684.4212,60397,Export,90 - 97  Miscellaneous
2020,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,0,0,171755721,Export,06 - 15  Vegetable Products
2016,Texas-Mexico Trade,Miscellaneous Edible Preparations,Rail,0,0,34964160,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Fish and Crustaceans,Rail,0,0,31176,Export,01 - 05  Animal & Animal Products
2016,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,99.864,220162.6125,322309,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Other,0.865,1906.9999,33410,Import,72 - 83  Metals
2020,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Air,0.456,1005.3085,41245,Export,50 - 63  Textiles
2014,Texas-Mexico Trade,Tin and Articles,Rail,0,0,69899,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,0.041,90.3896,3106,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,12302.243,27121825.34,11262003,Import,68 - 71  Stone / Glass
2013,Texas-Mexico Trade,Dairy Products,Truck,0,0,1050171222,Export,01 - 05  Animal & Animal Products
2024,Texas-Mexico Trade,Organic Chemicals,Rail,18266.101,40269892.32,42771798,Import,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Paper and Paperboard,Vessel,66.516,146642.7975,111665,Export,44 - 49  Wood & Wood Products
2017,Texas-Mexico Trade,Locomotives and Traffic Signals,Air,0.904,1992.9803,19167,Import,86 - 89  Transportation
2013,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,0,0,386165830,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Tanning or Dyeing Extracts,Air,2.132,4700.2589,918185,Import,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Photographic Goods,Truck,688.976,1518933.313,12711970,Import,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Printed Books,Vessel,4.853,10699.0423,5716,Export,44 - 49  Wood & Wood Products
2022,Texas-Mexico Trade,Tobacco and Manufactured Tobacco,Vessel,4.273,9420.36,35915,Export,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Products of Animal Origin,Truck,0,0,224022687,Export,01 - 05  Animal & Animal Products
2022,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,9.479,20897.6341,220815,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Rail,0,0,413935261,Export,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Impregnated Fabrics,Rail,0,0,1031110,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Works of Art and Antiques,Air,6.109,13468.0494,1619934,Import,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Special Woven Fabrics,Truck,0,0,130730039,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,6757213.318,14897117493,3559080964,Import,25 - 27  Mineral Products
2024,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Vessel,15.058,33197.2342,11291263,Import,86 - 89  Transportation
2019,Texas-Mexico Trade,Man-made Filaments,Truck,37722.384,83163688.95,128260461,Import,50 - 63  Textiles
2015,Texas-Mexico Trade,Products of Animal Origin,Rail,0,0,2319419,Export,01 - 05  Animal & Animal Products
2020,Texas-Mexico Trade,Feathers and Down,Other,0,0,11950,Export,64 - 67  Footwear / Headgear
2013,Texas-Mexico Trade,Ships and Boats,Truck,0,0,23349519,Export,86 - 89  Transportation
2020,Texas-Mexico Trade,Vehicles Other than Railway,Air,1400.467,3087503.744,18044733,Export,86 - 89  Transportation
2015,Texas-Mexico Trade,Zinc and Articles,Truck,0,0,61898040,Export,72 - 83  Metals
2013,Texas-Mexico Trade,Preparations of Cereals and Flour,Truck,0,0,285140660,Export,16 - 24  Foodstuffs
2024,Texas-Mexico Trade,Arms and Ammunition and Parts,Truck,0,0,28656853,Export,90 - 97  Miscellaneous
2024,Texas-Mexico Trade,Articles of Leather and Handbags,Rail,0,0,3324,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2016,Texas-Mexico Trade,Miscellaneous Chemical Products,Vessel,27883.772,61473244.68,25182449,Export,28 - 38  Chemicals & Allied Industries
2018,Texas-Mexico Trade,Articles of Leather and Handbags,Vessel,4.875,10747.5436,110754,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2024,Texas-Mexico Trade,Plastics and Articles,Other,0,0,11869968,Export,39 - 40  Plastics / Rubbers
2013,Texas-Mexico Trade,Tools of Base Metal,Vessel,14.822,32676.9428,208652,Import,72 - 83  Metals
2018,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,0.007,15.4323,902,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Articles of Leather and Handbags,Truck,0,0,174832484,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
