Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2019,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Rail,6714.325,14802564.86,5447154,Import,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Iron and Steel,Air,4049.153,8926861.573,8607036,Export,72 - 83  Metals
2022,U.S-Mexico Trade,Live Trees and Plants,Rail,0,0,56987,Export,06 - 15  Vegetable Products
2019,U.S-Mexico Trade,Aluminum and Articles,Other,0,0,136192548,Export,72 - 83  Metals
2017,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,22545.118,49703517.64,3954593046,Import,84 - 85  Machinery / Electrical
2020,U.S-Mexico Trade,Other Base Metals and Cermets,Other,0,0,4627973,Export,72 - 83  Metals
2023,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,354.58,781715.7095,22403443,Export,90 - 97  Miscellaneous
2013,U.S-Mexico Trade,Organic Chemicals,Vessel,4535802.219,9999740337,4832594215,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Meat and Edible Offal,Vessel,17798.415,39238820.35,37029233,Import,01 - 05  Animal & Animal Products
2014,U.S-Mexico Trade,Zinc and Articles,Vessel,44.15,97334.1681,39643,Import,72 - 83  Metals
2020,U.S-Mexico Trade,Cereals,Air,165.332,364494.9641,218319,Export,06 - 15  Vegetable Products
2024,U.S-Mexico Trade,Musical Instruments and Parts,Air,47.198,104053.8597,7769300,Import,90 - 97  Miscellaneous
2016,U.S-Mexico Trade,Tools of Base Metal,Air,2055.275,4531109.42,289644772,Export,72 - 83  Metals
2024,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Rail,37726.318,83172361.94,80498502,Import,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,59228815.36,130577000000,38925891086,Export,25 - 27  Mineral Products
2014,U.S-Mexico Trade,Meat and Edible Offal,Air,258.888,570750.8056,1255586,Export,01 - 05  Animal & Animal Products
2023,U.S-Mexico Trade,Straw and Basketware,Rail,0,0,67247,Export,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,5.777,12736.115,87423,Import,50 - 63  Textiles
2021,U.S-Mexico Trade,Cereals,Vessel,7617310.299,16793308301,2008517316,Export,06 - 15  Vegetable Products
2024,U.S-Mexico Trade,Footwear,Truck,0,0,352131077,Export,64 - 67  Footwear / Headgear
2020,U.S-Mexico Trade,Ships and Boats,Truck,0,0,444920147,Export,86 - 89  Transportation
2016,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Vessel,366701.895,808439952.6,347706614,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Vehicles Other than Railway,Vessel,529149.763,1166576489,5814041997,Import,86 - 89  Transportation
2015,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Vessel,1458.171,3214719.395,7258812,Import,16 - 24  Foodstuffs
2019,U.S-Mexico Trade,Organic Chemicals,Mail,0,0,796216,Export,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Computer-Related Machinery and Parts,Truck,0,0,71569631568,Export,84 - 85  Machinery / Electrical
2018,U.S-Mexico Trade,Ships and Boats,Vessel,906.113,1997638.846,24732566,Import,86 - 89  Transportation
2023,U.S-Mexico Trade,Plastics and Articles,Truck,4197475.627,9253857270,16481712266,Import,39 - 40  Plastics / Rubbers
2018,U.S-Mexico Trade,Furskins and Artificial Fur,Air,5.993,13212.3122,569472,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2023,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Mail,0,0,14387,Export,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Iron and Steel,Truck,0,0,5329699025,Export,72 - 83  Metals
2017,U.S-Mexico Trade,Rubber and Articles,Vessel,3588.894,7912163.338,14535925,Import,39 - 40  Plastics / Rubbers
2021,U.S-Mexico Trade,Vegetable Plaiting Materials,Rail,0,0,761752,Export,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Ceramic Products,Air,1038.869,2290315.953,32126265,Export,68 - 71  Stone / Glass
2023,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Other,0,0,185672521,Export,50 - 63  Textiles
2014,U.S-Mexico Trade,Raw Hides and Skins,Rail,10.886,23999.5414,51326,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2019,U.S-Mexico Trade,Live Animals,Rail,0,0,696048,Export,01 - 05  Animal & Animal Products
2019,U.S-Mexico Trade,Edible Vegetables and Roots,Air,1291.178,2846562.544,1966924,Export,06 - 15  Vegetable Products
2013,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,0,0,16841040,Export,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Organic Chemicals,Air,2249.71,4959765.582,398911232,Export,28 - 38  Chemicals & Allied Industries
2015,U.S-Mexico Trade,Cork and Articles,Air,19.56,43122.4522,226158,Export,44 - 49  Wood & Wood Products
2022,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Truck,9180.352,20239228.19,88361403,Import,50 - 63  Textiles
2024,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Air,241.701,532859.9244,1649146,Export,16 - 24  Foodstuffs
2017,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,32018833.9,70589503123,596016844,Import,25 - 27  Mineral Products
2023,U.S-Mexico Trade,Man-made Filaments,Vessel,444.447,979838.7073,9248834,Export,50 - 63  Textiles
2020,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Truck,2026497.002,4467664778,13654853644,Import,90 - 97  Miscellaneous
2014,U.S-Mexico Trade,Essential Oils and Resinoids,Air,2832.159,6243846.872,79023837,Export,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Musical Instruments and Parts,Vessel,5.733,12639.1113,40180,Export,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Footwear,Vessel,231.812,511058.3934,7575991,Export,64 - 67  Footwear / Headgear
2020,U.S-Mexico Trade,Inorganic Chemicals,Pipeline,1001767.663,2208521453,19500071,Import,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Paper and Paperboard,Air,5174.423,11407659.29,30246244,Export,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Other Made up Textile Articles,Rail,736.602,1623930.756,2333479,Import,50 - 63  Textiles
2013,U.S-Mexico Trade,Ores; Slag and Ash,Other,0,0,8879498,Export,25 - 27  Mineral Products
2020,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Air,635.799,1401697.985,47634870,Import,72 - 83  Metals
2021,U.S-Mexico Trade,Iron and Steel,Vessel,3310982.358,7299472561,2500435669,Import,72 - 83  Metals
2021,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,303.704,669553.2519,5644041,Export,90 - 97  Miscellaneous
2022,U.S-Mexico Trade,Works of Art and Antiques,Air,268.744,592479.575,177806020,Import,90 - 97  Miscellaneous
2022,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,4.171,9195.4875,106317,Export,64 - 67  Footwear / Headgear
2023,U.S-Mexico Trade,Works of Art and Antiques,Truck,0,0,126427596,Export,90 - 97  Miscellaneous
2018,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,0,0,549213381,Export,50 - 63  Textiles
2018,U.S-Mexico Trade,Copper and Articles,Vessel,496.014,1093524.575,1987716,Import,72 - 83  Metals
2021,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,2414.694,5323493.352,3469912,Export,25 - 27  Mineral Products
2017,U.S-Mexico Trade,Iron and Steel,Other,0,0,93730852,Export,72 - 83  Metals
2024,U.S-Mexico Trade,Vehicles Other than Railway,Air,7171.818,15811165.07,144529729,Export,86 - 89  Transportation
2014,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Air,5.937,13088.8544,120781,Export,16 - 24  Foodstuffs
2024,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,25.998,57315.8251,113038,Import,16 - 24  Foodstuffs
2017,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Air,1333.989,2940944.722,5531022,Export,16 - 24  Foodstuffs
2015,U.S-Mexico Trade,Aluminum and Articles,Truck,1553895.621,3425756232,4416159767,Import,72 - 83  Metals
2023,U.S-Mexico Trade,Works of Art and Antiques,Other,0,0,3389508,Export,90 - 97  Miscellaneous
2014,U.S-Mexico Trade,Organic Chemicals,Rail,0,0,2718712595,Export,28 - 38  Chemicals & Allied Industries
2017,U.S-Mexico Trade,Iron and Steel,Truck,0,0,6002696259,Export,72 - 83  Metals
2014,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,30.109,66379.0345,395319,Export,64 - 67  Footwear / Headgear
2015,U.S-Mexico Trade,Aluminum and Articles,Other,16.475,36321.1873,42392,Import,72 - 83  Metals
2013,U.S-Mexico Trade,Ores; Slag and Ash,Truck,0,0,748871641,Export,25 - 27  Mineral Products
2018,U.S-Mexico Trade,Coffee; Tea and Spices,Rail,0,0,59937847,Export,06 - 15  Vegetable Products
2014,U.S-Mexico Trade,Fertilizers,Air,561.065,1236937.599,492102,Export,28 - 38  Chemicals & Allied Industries
2018,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Other,0,0,169291644,Export,50 - 63  Textiles
2016,U.S-Mexico Trade,Products of Animal Origin,Air,731.044,1611677.45,7092850,Export,01 - 05  Animal & Animal Products
2024,U.S-Mexico Trade,Wood and Articles,Pipeline,0,0,19324,Export,44 - 49  Wood & Wood Products
2024,U.S-Mexico Trade,Malts; Starches and Inulin,Air,116.256,256300.8157,233738,Export,06 - 15  Vegetable Products
2024,U.S-Mexico Trade,Meat and Edible Offal,Air,0.232,511.4728,6011,Import,01 - 05  Animal & Animal Products
2018,U.S-Mexico Trade,Rubber and Articles,Air,1057.178,2330680.414,35072906,Import,39 - 40  Plastics / Rubbers
2014,U.S-Mexico Trade,Other Base Metals and Cermets,Foreign Trade Zones,1.658,3655.2672,93906,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Footwear,Vessel,237.731,524107.5654,6677384,Export,64 - 67  Footwear / Headgear
2013,U.S-Mexico Trade,Preparations of Cereals and Flour,Mail,0,0,5000,Export,16 - 24  Foodstuffs
2019,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,27325.787,60243097.23,6851449518,Export,84 - 85  Machinery / Electrical
2017,U.S-Mexico Trade,Feathers and Down,Rail,0.733,1615.9896,37431,Import,64 - 67  Footwear / Headgear
2013,U.S-Mexico Trade,Feathers and Down,Vessel,0.228,502.6542,1318,Import,64 - 67  Footwear / Headgear
2023,U.S-Mexico Trade,Articles of Iron and Steel,Air,1224.467,2699489.829,64752099,Import,72 - 83  Metals
2019,U.S-Mexico Trade,Musical Instruments and Parts,Vessel,22.688,50018.5184,47313,Export,90 - 97  Miscellaneous
2022,U.S-Mexico Trade,Aluminum and Articles,Mail,0,0,13067,Export,72 - 83  Metals
2018,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Air,12.238,26980.1933,31595,Import,25 - 27  Mineral Products
2018,U.S-Mexico Trade,Zinc and Articles,Vessel,1.916,4224.0601,18568,Export,72 - 83  Metals
2023,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Vessel,1124.04,2478086.031,4005313,Export,28 - 38  Chemicals & Allied Industries
2020,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Other,34.244,75495.1563,488769,Import,90 - 97  Miscellaneous
2014,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Vessel,1012.562,2232318.91,649370,Export,68 - 71  Stone / Glass
2015,U.S-Mexico Trade,Inorganic Chemicals,Rail,6327661.028,13950116024,1655814362,Import,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Special Classification Provisions,Truck,1728412.051,3810499416,12196598262,Import,98 - 99  Service
2013,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Air,104.393,230147.352,2404022,Export,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Mail,0,0,1150505,Export,68 - 71  Stone / Glass
2023,U.S-Mexico Trade,Photographic Goods,Air,1.18,2601.4557,185456,Import,28 - 38  Chemicals & Allied Industries
2024,U.S-Mexico Trade,Tanning or Dyeing Extracts,Foreign Trade Zones,115.446,254515.0701,488431,Import,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Headgear,Truck,5999.162,13225899.03,120257804,Import,64 - 67  Footwear / Headgear
2018,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Rail,6.008,13245.3835,66380,Import,16 - 24  Foodstuffs
2023,U.S-Mexico Trade,Feathers and Down,Other,0,0,26874557,Export,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Other Made up Textile Articles,Rail,182.703,402791.4943,1644311,Import,50 - 63  Textiles
2017,U.S-Mexico Trade,Headgear,Air,117.263,258520.8634,5335123,Export,64 - 67  Footwear / Headgear
2024,U.S-Mexico Trade,Clocks; Watches and Parts,Vessel,2.96,6525.6873,378259,Export,90 - 97  Miscellaneous
2019,U.S-Mexico Trade,Edible Fruit and Nuts,Air,2018.624,4450307.759,6461622,Export,06 - 15  Vegetable Products
2013,U.S-Mexico Trade,Toys; Games and Sport Equipment,Air,209.739,462395.7165,19757461,Import,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Wood and Articles,Air,67.796,149464.7141,704235,Import,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Zinc and Articles,Vessel,19.476,42937.2649,83147,Export,72 - 83  Metals
2014,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,0,0,135299650,Export,90 - 97  Miscellaneous
2015,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Other,76.394,168420.0778,66537,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Pharmaceutical Products,Truck,127601.782,281314004.6,5044287882,Import,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Air,665.732,1467689.009,20900474,Export,28 - 38  Chemicals & Allied Industries
2018,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Truck,13494.147,29749526,73358625,Import,06 - 15  Vegetable Products
2019,U.S-Mexico Trade,Nickel and Articles,Vessel,2.026,4466.569,86796,Export,72 - 83  Metals
2014,U.S-Mexico Trade,Tools of Base Metal,Air,691.799,1525156.96,55276789,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Foreign Trade Zones,0.019,41.8877,17087,Import,86 - 89  Transportation
2015,U.S-Mexico Trade,Cereals,Rail,0,0,2005076779,Export,06 - 15  Vegetable Products
2020,U.S-Mexico Trade,Computer-Related Machinery and Parts,Mail,0.051,112.4356,107978,Import,84 - 85  Machinery / Electrical
2018,U.S-Mexico Trade,Paper and Paperboard,Vessel,47622.412,104989532.4,41192515,Export,44 - 49  Wood & Wood Products
2019,U.S-Mexico Trade,Headgear,Other,0.011,24.2508,296,Import,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Man-made Staple Fibers,Rail,0,0,8206117,Export,50 - 63  Textiles
2018,U.S-Mexico Trade,Works of Art and Antiques,Vessel,13.912,30670.7338,6737579,Import,90 - 97  Miscellaneous
2022,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Vessel,5333.55,11758474.57,20304287,Export,16 - 24  Foodstuffs
2022,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Other,59.609,131415.4532,879330,Import,90 - 97  Miscellaneous
2020,U.S-Mexico Trade,Silk,Other,0,0,157406,Export,50 - 63  Textiles
2013,U.S-Mexico Trade,Zinc and Articles,Other,0,0,4753383,Export,72 - 83  Metals
2018,U.S-Mexico Trade,Impregnated Fabrics,Truck,101012.788,222695259.1,707898974,Import,50 - 63  Textiles
2019,U.S-Mexico Trade,Copper and Articles,Rail,133309.835,293898117.7,801886898,Import,72 - 83  Metals
2019,U.S-Mexico Trade,Meat and Edible Offal,Rail,103.698,228615.143,130106,Import,01 - 05  Animal & Animal Products
2024,U.S-Mexico Trade,Wood and Articles,Air,2063.759,4549813.481,2679214,Export,44 - 49  Wood & Wood Products
2020,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Air,102.308,225550.7134,1081361,Import,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Ceramic Products,Other,0,0,92916857,Export,68 - 71  Stone / Glass
2020,U.S-Mexico Trade,Tools of Base Metal,Vessel,176.137,388315.929,4601956,Export,72 - 83  Metals
2013,U.S-Mexico Trade,Arms and Ammunition and Parts,Vessel,95.33,210166.8456,346733,Import,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Preparations of Fish and Meat,Truck,169527.689,373744883.1,1340833146,Import,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Pipeline,368297.866,811958469.3,3651349,Import,25 - 27  Mineral Products
2023,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Vessel,25564.54,56360209.16,114119592,Import,90 - 97  Miscellaneous
2013,U.S-Mexico Trade,Cotton,Rail,0,0,1759989,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Sugars and Sugar Confectionery,Truck,0,0,1024448347,Export,16 - 24  Foodstuffs
2023,U.S-Mexico Trade,Umbrellas and Walking Sticks,Truck,483.985,1067005.144,6342156,Import,64 - 67  Footwear / Headgear
2022,U.S-Mexico Trade,Measuring and Testing Instruments,Vessel,461.569,1017586.282,19834845,Export,90 - 97  Miscellaneous
2015,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Air,76.722,169143.1888,1739159,Import,50 - 63  Textiles
2018,U.S-Mexico Trade,Vehicles Other than Railway,Air,11396.429,25124845.66,126338071,Import,86 - 89  Transportation
2020,U.S-Mexico Trade,Meat and Edible Offal,Rail,0,0,3304239,Export,01 - 05  Animal & Animal Products
2016,U.S-Mexico Trade,Vehicles Other than Railway,Other,0,0,2878926372,Export,86 - 89  Transportation
2023,U.S-Mexico Trade,Special Woven Fabrics,Air,110.871,244428.9103,21616768,Import,50 - 63  Textiles
2022,U.S-Mexico Trade,Special Classification Provisions,Vessel,40091.825,88387416.43,133873809,Import,98 - 99  Service
2015,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Other,0,0,17186272,Export,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Umbrellas and Walking Sticks,Other,0,0,7393298,Export,64 - 67  Footwear / Headgear
2019,U.S-Mexico Trade,Other Base Metals and Cermets,Rail,0,0,451951,Export,72 - 83  Metals
2020,U.S-Mexico Trade,Explosives,Air,48.352,106597.9968,2656857,Export,28 - 38  Chemicals & Allied Industries
2020,U.S-Mexico Trade,Musical Instruments and Parts,Mail,0,0,196335,Export,90 - 97  Miscellaneous
2013,U.S-Mexico Trade,Lead and Articles,Air,16.29,35913.3303,288786,Export,72 - 83  Metals
2019,U.S-Mexico Trade,Printed Books,Mail,0,0,1610213,Export,44 - 49  Wood & Wood Products
2021,U.S-Mexico Trade,Footwear,Mail,0,0,398143,Export,64 - 67  Footwear / Headgear
2021,U.S-Mexico Trade,Ores; Slag and Ash,Air,244.787,539663.3974,564570,Export,25 - 27  Mineral Products
2020,U.S-Mexico Trade,Other Base Metals and Cermets,Vessel,71.596,157842.2898,2199915,Import,72 - 83  Metals
2019,U.S-Mexico Trade,Aluminum and Articles,Vessel,597371.02,1316978739,1227069866,Import,72 - 83  Metals
2014,U.S-Mexico Trade,Photographic Goods,Air,11.927,26294.554,248470,Import,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Zinc and Articles,Other,0,0,5435715,Export,72 - 83  Metals
2021,U.S-Mexico Trade,Pharmaceutical Products,Truck,218677.764,482102338.6,5418288404,Import,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Inorganic Chemicals,Rail,6437196.396,14191600372,2266613505,Import,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Arms and Ammunition and Parts,Rail,0,0,505078,Export,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Pulp of Wood and Paperboard,Air,8.192,18060.2832,3196,Import,44 - 49  Wood & Wood Products
2013,U.S-Mexico Trade,Organic Chemicals,Other,18.22,40168.2568,648360,Import,28 - 38  Chemicals & Allied Industries
2021,U.S-Mexico Trade,Dairy Products,Rail,764.614,1685686.696,653575,Import,01 - 05  Animal & Animal Products
2014,U.S-Mexico Trade,Copper and Articles,Truck,404871.418,892589415.1,2781317505,Import,72 - 83  Metals
2016,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Other,0,0,6875358,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,0,0,3446973406,Import,25 - 27  Mineral Products
2022,U.S-Mexico Trade,Meat and Edible Offal,Other,0,0,248116490,Export,01 - 05  Animal & Animal Products
2020,U.S-Mexico Trade,Ores; Slag and Ash,Truck,114134.625,251623981.5,173791995,Import,25 - 27  Mineral Products
2017,U.S-Mexico Trade,Meat and Edible Offal,Truck,0,0,4468147912,Export,01 - 05  Animal & Animal Products
2016,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Other,0,0,79401768,Export,16 - 24  Foodstuffs
2021,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Mail,0.023,50.7063,4283,Import,50 - 63  Textiles
2019,U.S-Mexico Trade,Vehicles Other than Railway,Truck,0,0,45578883546,Export,86 - 89  Transportation
2016,U.S-Mexico Trade,Locomotives and Traffic Signals,Rail,0,0,950860491,Export,86 - 89  Transportation
2015,U.S-Mexico Trade,Edible Vegetables and Roots,Rail,82862.977,182681742.6,46348485,Import,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Organic Chemicals,Air,430.373,948810.8167,91004670,Import,28 - 38  Chemicals & Allied Industries
2015,U.S-Mexico Trade,Cork and Articles,Air,3.573,7877.1226,119345,Import,44 - 49  Wood & Wood Products
2017,U.S-Mexico Trade,Ceramic Products,Air,43.419,95722.5834,1246576,Import,68 - 71  Stone / Glass
2016,U.S-Mexico Trade,Iron and Steel,Truck,4943486.309,10898530637,3422074572,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Ships and Boats,Vessel,14541.335,32058182.24,387411898,Export,86 - 89  Transportation
2023,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Other,0.586,1291.9098,4583,Import,50 - 63  Textiles
2024,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Air,6.007,13243.1779,208544,Import,16 - 24  Foodstuffs
2014,U.S-Mexico Trade,Raw Hides and Skins,Rail,0,0,4194393,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2018,U.S-Mexico Trade,Furskins and Artificial Fur,Air,39.621,87349.4212,3556872,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2019,U.S-Mexico Trade,Edible Vegetables and Roots,Air,486.084,1071632.653,2675665,Import,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Rubber and Articles,Vessel,4083.882,9003425.981,7133935,Export,39 - 40  Plastics / Rubbers
2013,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,87.651,193237.535,49999,Import,44 - 49  Wood & Wood Products
2022,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Truck,0,0,374925915,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Plastics and Articles,Truck,0,0,28947602557,Export,39 - 40  Plastics / Rubbers
2017,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,1433298.335,3159884511,111112976,Export,25 - 27  Mineral Products
2013,U.S-Mexico Trade,Computer-Related Machinery and Parts,Truck,4797327.159,10576304606,55506598890,Import,84 - 85  Machinery / Electrical
2018,U.S-Mexico Trade,Live Trees and Plants,Mail,0,0,6282,Export,06 - 15  Vegetable Products
2021,U.S-Mexico Trade,Iron and Steel,Vessel,1820694.418,4013947376,1167463122,Export,72 - 83  Metals
2018,U.S-Mexico Trade,Copper and Articles,Vessel,10.123,22317.4122,210548,Export,72 - 83  Metals
2015,U.S-Mexico Trade,Aluminum and Articles,Truck,0,0,6112637339,Export,72 - 83  Metals
2017,U.S-Mexico Trade,Footwear,Vessel,137.674,303519.4608,1654857,Import,64 - 67  Footwear / Headgear
2020,U.S-Mexico Trade,Inorganic Chemicals,Pipeline,0,0,20240,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,2.474,5454.2399,66250,Import,64 - 67  Footwear / Headgear
2023,U.S-Mexico Trade,Man-made Filaments,Vessel,88.109,194247.2519,559233,Import,50 - 63  Textiles
2020,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Truck,0,0,4331744965,Export,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Air,60.896,134252.8076,359959,Import,16 - 24  Foodstuffs
2014,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Air,78.217,172439.1073,1170326,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Musical Instruments and Parts,Vessel,5.757,12692.0226,81504,Import,90 - 97  Miscellaneous
2021,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,146.961,323993.808,279313,Import,25 - 27  Mineral Products
2023,U.S-Mexico Trade,Paper and Paperboard,Air,320.672,706961.3139,11814624,Import,44 - 49  Wood & Wood Products
2024,U.S-Mexico Trade,Vehicles Other than Railway,Air,8587.656,18932556.11,121542914,Import,86 - 89  Transportation
2020,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Air,1893.887,4175309.502,74837603,Export,72 - 83  Metals
2021,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,1079.737,2380414.556,3765398,Import,90 - 97  Miscellaneous
2018,U.S-Mexico Trade,Other Made up Textile Articles,Rail,0,0,3389253,Export,50 - 63  Textiles
2014,U.S-Mexico Trade,Essential Oils and Resinoids,Air,577.034,1272143.234,14712245,Import,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Works of Art and Antiques,Air,161.403,355832.9808,147800501,Export,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Iron and Steel,Other,252.5,556667.6657,121646,Import,72 - 83  Metals
2023,U.S-Mexico Trade,Works of Art and Antiques,Truck,932.448,2055697.618,130240348,Import,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,480.102,1058444.591,2252296,Export,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,27262.231,60102980.2,123434230,Import,50 - 63  Textiles
2019,U.S-Mexico Trade,Computer-Related Machinery and Parts,Truck,0,0,75631297220,Export,84 - 85  Machinery / Electrical
2021,U.S-Mexico Trade,Printed Books,Mail,0,0,1307648,Export,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Articles of Iron and Steel,Vessel,415711.855,916488507.3,664723267,Import,72 - 83  Metals
2019,U.S-Mexico Trade,Feathers and Down,Air,2.752,6067.1248,246405,Import,64 - 67  Footwear / Headgear
2022,U.S-Mexico Trade,Rubber and Articles,Truck,0,0,6827435325,Export,39 - 40  Plastics / Rubbers
2013,U.S-Mexico Trade,Ceramic Products,Mail,0,0,116167,Export,68 - 71  Stone / Glass
2020,U.S-Mexico Trade,Pulp of Wood and Paperboard,Air,316.635,698061.2524,81307,Export,44 - 49  Wood & Wood Products
2014,U.S-Mexico Trade,Cotton,Other,0,0,10892578,Export,50 - 63  Textiles
2021,U.S-Mexico Trade,Articles of Iron and Steel,Rail,0,0,450140950,Export,72 - 83  Metals
2022,U.S-Mexico Trade,Cotton,Vessel,742.782,1637555.335,3215910,Import,50 - 63  Textiles
