Year,Port Original,POE,Region,Mode,Commodity Group,Commodity,Trade Type,Trade Value,Lat,Lon,Shipwt Metric Ton,Shipwt Pound
2022,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Export,21900062,28.705483,-100.511977,0,0
2021,Hidalgo,Hidalgo,Pharr,Air,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Export,8210520,26.095032,-98.271092,16.705,36828.2507
2017,Roma,Roma,Pharr,Truck,86 - 89  Transportation,Ships and Boats,Export,634575,26.403928,-99.018981,0,0
2016,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Explosives,Export,26456299,26.095032,-98.271092,0,0
2020,Laredo,Laredo,Laredo,Air,28 - 38  Chemicals & Allied Industries,Explosives,Export,20598,27.499561,-99.507412,0.148,326.2843
2017,El Paso,El Paso + Ysleta,El Paso,Air,86 - 89  Transportation,Vehicles Other than Railway,Import,488520,31.764363,-106.451188,46.875,103341.7691
2013,Rio Grande City,Rio Grande City,Pharr,Truck,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Export,11445,26.365761,-98.802513,0,0
2024,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Import,3554552,26.095032,-98.271092,2017.695,4448259.668
2016,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Fertilizers,Export,5890109,25.95155,-97.40067,0,0
2015,Laredo,Laredo,Laredo,Vessel,50 - 63  Textiles,Knitted or Crocheted Apparel,Import,4522,27.499561,-99.507412,0.008,17.6369
2024,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Man-made Filaments,Export,24528,26.365761,-98.802513,0,0
2024,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Other Base Metals and Cermets,Import,5946191,25.95155,-97.40067,2013.361,4438704.827
2014,Hidalgo,Hidalgo,Pharr,Other,90 - 97  Miscellaneous,Musical Instruments and Parts,Export,44047,26.095032,-98.271092,0,0
2017,Laredo,Laredo,Laredo,Air,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,800051,27.499561,-99.507412,79.363,174965.6072
2018,Presidio,Presidio,El Paso,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,623734,29.561827,-104.394907,1784.932,3935104.675
2014,Roma,Roma,Pharr,Other,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,157487,26.403928,-99.018981,0,0
2024,Hidalgo,Hidalgo,Pharr,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Export,4635581,26.095032,-98.271092,0,0
2020,Ysleta,El Paso + Ysleta,El Paso,Truck,64 - 67  Footwear / Headgear,Headgear,Import,4247710,31.672276,-106.335328,79.619,175529.991
2020,Hidalgo,Hidalgo,Pharr,Truck,64 - 67  Footwear / Headgear,Headgear,Export,2745833,26.095032,-98.271092,0,0
2023,Laredo,Laredo,Laredo,Rail,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,52648462,27.499561,-99.507412,29822.263,65746889.27
2024,Brownsville,Brownsville,Pharr,Truck,01 - 05  Animal & Animal Products,Products of Animal Origin,Import,88616,25.95155,-97.40067,25.603,56444.9989
2014,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Import,65932618,25.95155,-97.40067,11394.919,25121516.69
2014,Progreso,Progreso,Pharr,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Export,952977,26.062133,-97.949958,0,0
2024,Laredo,Laredo,Laredo,Other,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Export,7962170,27.499561,-99.507412,0,0
2024,Roma,Roma,Pharr,Truck,64 - 67  Footwear / Headgear,Headgear,Import,2650,26.403928,-99.018981,0.08,176.3699
2017,Hidalgo,Hidalgo,Pharr,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Export,15087,26.095032,-98.271092,0,0
2013,Roma,Roma,Pharr,Truck,44 - 49  Wood & Wood Products,Straw and Basketware,Export,15147,26.403928,-99.018981,0,0
2014,Brownsville,Brownsville,Pharr,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,65049460,25.95155,-97.40067,0,0
2020,Ysleta,El Paso + Ysleta,El Paso,Truck,68 - 71  Stone / Glass,Ceramic Products,Import,3561054,31.672276,-106.335328,6298.429,13885670.38
2018,Eagle Pass,Eagle Pass,Laredo,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Import,59412,28.705483,-100.511977,28.28,62346.7786
2020,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Straw and Basketware,Export,198231,27.499561,-99.507412,0,0
2019,Brownsville,Brownsville,Pharr,Truck,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Import,25159249,25.95155,-97.40067,33649.137,74183709.15
2016,Hidalgo,Hidalgo,Pharr,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Import,1803436,26.095032,-98.271092,242.009,533538.9506
2013,Laredo,Laredo,Laredo,Air,86 - 89  Transportation,Vehicles Other than Railway,Export,14764056,27.499561,-99.507412,1058.049,2332600.662
2015,Laredo,Laredo,Laredo,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Export,58037582,27.499561,-99.507412,0,0
2021,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,1632228793,26.095032,-98.271092,1692462.945,3731245139
2023,Hidalgo,Hidalgo,Pharr,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Import,220802,26.095032,-98.271092,320,705479.8144
2018,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Export,15395,26.365761,-98.802513,0,0
2017,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,10146958,27.499561,-99.507412,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Works of Art and Antiques,Import,542205,31.764363,-106.451188,195.177,430291.98
2024,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Export,14681,31.764363,-106.451188,0,0
2022,Brownsville,Brownsville,Pharr,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Export,42084,25.95155,-97.40067,0,0
2023,Brownsville,Brownsville,Pharr,Air,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,2079,25.95155,-97.40067,0.656,1446.2336
2016,Rio Grande City,Rio Grande City,Pharr,Other,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Export,27000,26.365761,-98.802513,0,0
2020,Presidio,Presidio,El Paso,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,364748,29.561827,-104.394907,0,0
2019,El Paso,El Paso + Ysleta,El Paso,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Import,180855824,31.764363,-106.451188,23340.404,51456824.63
2016,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Wool and Animal Hair,Import,2961,31.764363,-106.451188,0.054,119.0497
2018,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Import,977334,27.499561,-99.507412,54.308,119728.7425
2014,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Export,52359302,25.95155,-97.40067,0,0
2015,Progreso,Progreso,Pharr,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Export,172234,26.062133,-97.949958,0,0
2013,Presidio,Presidio,El Paso,Truck,98 - 99  Service,Special Classification Provisions,Import,984451,29.561827,-104.394907,410.647,905322.4035
2021,Rio Grande City,Rio Grande City,Pharr,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Import,19229520,26.365761,-98.802513,42351.005,93368059.84
2022,El Paso,El Paso + Ysleta,El Paso,Other,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Export,205864,31.764363,-106.451188,0,0
2013,Progreso,Progreso,Pharr,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,2340791,26.062133,-97.949958,0,0
2021,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Import,54448,26.365761,-98.802513,12.283,27079.4012
2021,Del Rio,Del Rio,Laredo,Truck,90 - 97  Miscellaneous,Measuring and Testing Instruments,Import,31016624,29.326784,-100.927612,688.546,1517985.325
2015,Brownsville,Brownsville,Pharr,Rail,86 - 89  Transportation,Locomotives and Traffic Signals,Import,30743,25.95155,-97.40067,2.297,5064.0222
2013,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Carpets and Other Textile Floor Coverings,Export,2826565,27.499561,-99.507412,0,0
2020,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,12433008,25.95155,-97.40067,0,0
2014,Laredo,Laredo,Laredo,Air,50 - 63  Textiles,Knitted or Crocheted Fabrics,Export,6187,27.499561,-99.507412,0.582,1283.0913
2018,Laredo,Laredo,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Photographic Goods,Export,99630009,27.499561,-99.507412,0,0
2023,Laredo,Laredo,Laredo,Foreign Trade Zones,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,7898083,27.499561,-99.507412,494.179,1089479.091
2014,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Import,395587,26.095032,-98.271092,209.337,461509.4617
2023,Laredo,Laredo,Laredo,Air,72 - 83  Metals,Articles of Iron and Steel,Export,578801,27.499561,-99.507412,42.541,93786.9266
2018,Rio Grande City,Rio Grande City,Pharr,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Import,286,26.365761,-98.802513,0.047,103.6173
2013,Presidio,Presidio,El Paso,Truck,50 - 63  Textiles,Man-made Filaments,Export,93018,29.561827,-104.394907,0,0
2020,Brownsville,Brownsville,Pharr,Vessel,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Export,11015,25.95155,-97.40067,0.312,687.8428
2016,Progreso,Progreso,Pharr,Other,16 - 24  Foodstuffs,Food Residues and Waste,Export,9000,26.062133,-97.949958,0,0
2024,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Explosives,Import,32237506,25.95155,-97.40067,1005.741,2217281.168
2018,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Other Base Metals and Cermets,Export,115629877,25.95155,-97.40067,0,0
2020,Eagle Pass,Eagle Pass,Laredo,Truck,72 - 83  Metals,Tin and Articles,Import,23386,28.705483,-100.511977,1.845,4067.5319
2017,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Impregnated Fabrics,Import,168960234,31.764363,-106.451188,32203.87,70997438.23
2013,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Cereals,Import,1303517,27.499561,-99.507412,900.09,1984360.394
2020,El Paso,El Paso + Ysleta,El Paso,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Export,173740,31.764363,-106.451188,0,0
2018,Rio Grande City,Rio Grande City,Pharr,Truck,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,4641614,26.365761,-98.802513,0,0
2014,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Man-made Filaments,Import,2449,29.326784,-100.927612,0.07,154.3236
2018,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Dairy Products,Export,546854271,31.764363,-106.451188,0,0
2013,Tornillo,Tornillo,El Paso,Truck,86 - 89  Transportation,Vehicles Other than Railway,Export,1575891,31.43019,-106.142743,0,0
2014,Hidalgo,Hidalgo,Pharr,Truck,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,469423590,26.095032,-98.271092,0,0
2017,El Paso,El Paso + Ysleta,El Paso,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Import,28572360,31.764363,-106.451188,861.565,1899427.238
2023,Presidio,Presidio,El Paso,Rail,86 - 89  Transportation,Vehicles Other than Railway,Import,19689,29.561827,-104.394907,6.46,14241.8737
2021,Laredo,Laredo,Laredo,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Import,1853527525,27.499561,-99.507412,388602.033,856721531.7
2022,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Export,107675897,31.764363,-106.451188,0,0
2020,Brownsville,Brownsville,Pharr,Truck,01 - 05  Animal & Animal Products,Fish and Crustaceans,Import,10578178,25.95155,-97.40067,1326.953,2925432.987
2024,Brownsville,Brownsville,Pharr,Vessel,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,19110210,25.95155,-97.40067,180.751,398488.0682
2015,Roma,Roma,Pharr,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Import,19228,26.403928,-99.018981,0.95,2094.3931
2015,Brownsville,Brownsville,Pharr,Vessel,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,32754,25.95155,-97.40067,1.065,2347.9249
2015,Laredo,Laredo,Laredo,Rail,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Export,223013332,27.499561,-99.507412,0,0
2018,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Special Woven Fabrics,Export,13244692,29.326784,-100.927612,0,0
2020,Presidio,Presidio,El Paso,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Export,368451,29.561827,-104.394907,0,0
2023,Brownsville,Brownsville,Pharr,Vessel,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,15060,25.95155,-97.40067,0.719,1585.1249
2022,Del Rio,Del Rio,Laredo,Truck,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,22518668,29.326784,-100.927612,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Other,72 - 83  Metals,Iron and Steel,Export,12264,28.705483,-100.511977,0,0
2023,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Works of Art and Antiques,Import,6735887,27.499561,-99.507412,157.327,346846.9457
2019,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Fertilizers,Export,2238115,27.499561,-99.507412,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Rail,90 - 97  Miscellaneous,Measuring and Testing Instruments,Import,66994,31.764363,-106.451188,8.038,17720.771
2024,Laredo,Laredo,Laredo,Rail,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Export,720808392,27.499561,-99.507412,0,0
2019,Progreso,Progreso,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Import,8192,26.062133,-97.949958,0.003,6.6138
2016,Eagle Pass,Eagle Pass,Laredo,Truck,01 - 05  Animal & Animal Products,Live Animals,Export,18311114,28.705483,-100.511977,0,0
2013,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Fish and Meat,Import,19720432,27.499561,-99.507412,5067.299,11171491.12
2016,Hidalgo,Hidalgo,Pharr,Other,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,411890,26.095032,-98.271092,0,0
2018,Hidalgo,Hidalgo,Pharr,Truck,72 - 83  Metals,Articles of Iron and Steel,Export,377191582,26.095032,-98.271092,0,0
2021,El Paso,El Paso + Ysleta,El Paso,Air,44 - 49  Wood & Wood Products,Paper and Paperboard,Import,136724,31.764363,-106.451188,1.878,4140.2846
2017,Laredo,Laredo,Laredo,Rail,86 - 89  Transportation,Vehicles Other than Railway,Export,3848846899,27.499561,-99.507412,0,0
2022,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,183767,28.705483,-100.511977,370.84,817562.9199
2013,El Paso,El Paso + Ysleta,El Paso,Rail,86 - 89  Transportation,Vehicles Other than Railway,Import,3882757124,31.764363,-106.451188,484356.235,1067823584
2014,Laredo,Laredo,Laredo,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Import,172596670,27.499561,-99.507412,66313.373,146196081.5
2021,Laredo,Laredo,Laredo,Air,72 - 83  Metals,Articles of Iron and Steel,Import,165533,27.499561,-99.507412,20.943,46171.4489
2016,Eagle Pass,Eagle Pass,Laredo,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,819674245,28.705483,-100.511977,60881.594,134221048.9
2017,El Paso,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,23471380,31.764363,-106.451188,0,0
2016,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Man-made Filaments,Export,9032625,29.326784,-100.927612,0,0
2023,Eagle Pass,Eagle Pass,Laredo,Truck,06 - 15  Vegetable Products,Lac; Gums; Resins and Saps,Export,419641,28.705483,-100.511977,0,0
2013,El Paso,El Paso + Ysleta,El Paso,Other,01 - 05  Animal & Animal Products,Products of Animal Origin,Export,13821,31.764363,-106.451188,0,0
2014,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Import,28411,26.365761,-98.802513,10.693,23574.0487
2024,Laredo,Laredo,Laredo,Rail,64 - 67  Footwear / Headgear,Footwear,Import,30370615,27.499561,-99.507412,856.092,1887361.329
2014,Laredo,Laredo,Laredo,Rail,72 - 83  Metals,Other Base Metals and Cermets,Export,18048,27.499561,-99.507412,0,0
2021,Laredo,Laredo,Laredo,Rail,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Export,110797,27.499561,-99.507412,0,0
2023,Tornillo,Tornillo,El Paso,Truck,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,38222,31.43019,-106.142743,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Import,3424498,28.705483,-100.511977,4176.012,9206538.034
2018,Eagle Pass,Eagle Pass,Laredo,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Import,26007852,28.705483,-100.511977,204494.869,450834382
2022,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,8427116,31.764363,-106.451188,1197.961,2641054.074
2014,Laredo,Laredo,Laredo,Other,44 - 49  Wood & Wood Products,Printed Books,Export,855018,27.499561,-99.507412,0,0
2019,Progreso,Progreso,Pharr,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Import,11021,26.062133,-97.949958,1.341,2956.4012
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,27897,31.672276,-106.335328,0,0
2020,Hidalgo,Hidalgo,Pharr,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,104901117,26.095032,-98.271092,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Rail,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Export,3258632,31.764363,-106.451188,0,0
2024,Roma,Roma,Pharr,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Import,18616,26.403928,-99.018981,1.045,2303.8321
2024,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,15351625,26.095032,-98.271092,0,0
2016,Laredo,Laredo,Laredo,Vessel,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Import,934,27.499561,-99.507412,0.011,24.2508
2023,El Paso,El Paso + Ysleta,El Paso,Air,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,232892,31.764363,-106.451188,1.757,3873.5245
2013,Rio Grande City,Rio Grande City,Pharr,Truck,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Import,24451,26.365761,-98.802513,25.046,55217.0229
2015,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Malts; Starches and Inulin,Export,71989956,28.705483,-100.511977,0,0
2022,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,281566,27.499561,-99.507412,0,0
2017,Progreso,Progreso,Pharr,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,12981,26.062133,-97.949958,0,0
2013,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Photographic Goods,Export,326685,27.499561,-99.507412,0,0
2015,Del Rio,Del Rio,Laredo,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Import,1808495,29.326784,-100.927612,276.309,609157.5683
2020,Eagle Pass,Eagle Pass,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Import,17051,28.705483,-100.511977,14.054,30983.7916
2014,Brownsville,Brownsville,Pharr,Vessel,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,364314,25.95155,-97.40067,34.324,75671.5284
2016,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Wood and Articles,Export,156411218,27.499561,-99.507412,0,0
2019,Brownsville,Brownsville,Pharr,Truck,90 - 97  Miscellaneous,Clocks; Watches and Parts,Import,16945043,25.95155,-97.40067,1109.242,2445462
2018,Roma,Roma,Pharr,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,196083,26.403928,-99.018981,0,0
2017,Laredo,Laredo,Laredo,Truck,01 - 05  Animal & Animal Products,Dairy Products,Export,529948362,27.499561,-99.507412,0,0
2014,Laredo,Laredo,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Export,749289130,27.499561,-99.507412,0,0
