Year,State,Commodity,Mode,Commodity Group,Trade Type,Trade Value,Shipwt Metric Ton,Shipwt Pound
2023,U.S-Mexico Trade,Vegetable Plaiting Materials,Vessel,06 - 15  Vegetable Products,Import,197874,69.557,153347.0601
2018,U.S-Mexico Trade,Rubber and Articles,Mail,39 - 40  Plastics / Rubbers,Export,81361,0,0
2018,U.S-Mexico Trade,Ores; Slag and Ash,Vessel,25 - 27  Mineral Products,Import,232867095,1678447.611,3700346591
2013,U.S-Mexico Trade,Footwear,Truck,64 - 67  Footwear / Headgear,Import,582667194,28004.169,61738674.82
2019,U.S-Mexico Trade,Food Residues and Waste,Air,16 - 24  Foodstuffs,Export,1588364,1237.207,2727576.762
2022,U.S-Mexico Trade,Aluminum and Articles,Air,72 - 83  Metals,Import,16566482,360.014,793695.6464
2022,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Rail,06 - 15  Vegetable Products,Import,264771930,454860.125,1002795739
2013,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Rail,28 - 38  Chemicals & Allied Industries,Export,241058202,0,0
2015,U.S-Mexico Trade,Rubber and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,5819411,2407.028,5306592.694
2023,U.S-Mexico Trade,Pharmaceutical Products,Rail,28 - 38  Chemicals & Allied Industries,Export,4993544,0,0
2019,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Export,30848694,4407.418,9716701.337
2016,U.S-Mexico Trade,Miscellaneous Edible Preparations,Truck,16 - 24  Foodstuffs,Import,1609480808,712841.167,1571547044
2023,U.S-Mexico Trade,Malts; Starches and Inulin,Rail,06 - 15  Vegetable Products,Import,398891105,552407.458,1217850972
2023,U.S-Mexico Trade,Impregnated Fabrics,Vessel,50 - 63  Textiles,Import,145826,10.074,22209.3856
2013,U.S-Mexico Trade,Tanning or Dyeing Extracts,Vessel,28 - 38  Chemicals & Allied Industries,Import,4005660,1329.612,2931295.081
2024,U.S-Mexico Trade,Iron and Steel,Truck,72 - 83  Metals,Import,5668354336,4953250.13,10920056195
2015,U.S-Mexico Trade,Preparations of Cereals and Flour,Rail,16 - 24  Foodstuffs,Export,149158650,0,0
2019,U.S-Mexico Trade,Ships and Boats,Vessel,86 - 89  Transportation,Export,325418081,14213.277,31334937.56
2020,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Other,06 - 15  Vegetable Products,Export,3373625,0,0
2016,U.S-Mexico Trade,Ceramic Products,Air,68 - 71  Stone / Glass,Import,4205041,105.415,232400.4785
2023,U.S-Mexico Trade,Live Animals,Rail,01 - 05  Animal & Animal Products,Import,3000,0.409,901.6913
2022,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Rail,50 - 63  Textiles,Import,303,0.056,123.4589
2024,U.S-Mexico Trade,Tanning or Dyeing Extracts,Truck,28 - 38  Chemicals & Allied Industries,Export,3739354170,0,0
2022,U.S-Mexico Trade,Copper and Articles,Truck,72 - 83  Metals,Import,4297691863,490003.855,1080274465
2020,U.S-Mexico Trade,Inorganic Chemicals,Truck,28 - 38  Chemicals & Allied Industries,Export,2167542994,0,0
2021,U.S-Mexico Trade,Plastics and Articles,Truck,39 - 40  Plastics / Rubbers,Import,15511692665,4818176.432,10622269422
2022,U.S-Mexico Trade,Zinc and Articles,Other,72 - 83  Metals,Export,9614361,0,0
2016,U.S-Mexico Trade,Furskins and Artificial Fur,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,153153342,0,0
2014,U.S-Mexico Trade,Musical Instruments and Parts,Rail,90 - 97  Miscellaneous,Export,877301,0,0
2015,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,25 - 27  Mineral Products,Import,603317040,34960832.92,77075506000
2017,U.S-Mexico Trade,Arms and Ammunition and Parts,Mail,90 - 97  Miscellaneous,Export,366353,0,0
2015,U.S-Mexico Trade,Footwear,Rail,64 - 67  Footwear / Headgear,Export,2154974,0,0
2024,U.S-Mexico Trade,Wood and Articles,Other,44 - 49  Wood & Wood Products,Import,161427,157.28,346743.3285
2015,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,64 - 67  Footwear / Headgear,Export,157968,6.989,15408.119
2024,U.S-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Vessel,50 - 63  Textiles,Import,112919,73.906,162934.9723
2014,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Truck,72 - 83  Metals,Import,2360040086,402610.529,887605004
2019,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Truck,28 - 38  Chemicals & Allied Industries,Import,1123568715,765463.579,1687559699
2013,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Rail,25 - 27  Mineral Products,Import,7177749895,12353857.72,27235616421
2016,U.S-Mexico Trade,Man-made Staple Fibers,Rail,50 - 63  Textiles,Import,2142077,989.478,2181427.361
2024,U.S-Mexico Trade,Musical Instruments and Parts,Vessel,90 - 97  Miscellaneous,Import,836734,13.649,30090.9185
2014,U.S-Mexico Trade,Meat and Edible Offal,Vessel,01 - 05  Animal & Animal Products,Export,7695896,2807.506,6189496.284
2018,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,64 - 67  Footwear / Headgear,Import,39064,3.382,7456.039
2014,U.S-Mexico Trade,Photographic Goods,Other,28 - 38  Chemicals & Allied Industries,Export,19952286,0,0
2016,U.S-Mexico Trade,Tools of Base Metal,Vessel,72 - 83  Metals,Export,2138924,338.64,746574.0096
2015,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Air,16 - 24  Foodstuffs,Import,335492,18.713,41255.1361
2014,U.S-Mexico Trade,Zinc and Articles,Air,72 - 83  Metals,Import,140892,4.246,9360.8341
2016,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Air,16 - 24  Foodstuffs,Import,824685,133.292,293858.7969
2023,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,90 - 97  Miscellaneous,Export,5161980,343.927,758229.8595
2013,U.S-Mexico Trade,Iron and Steel,Vessel,72 - 83  Metals,Export,382809019,450869.003,993996814.3
2024,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,44 - 49  Wood & Wood Products,Export,12074761,0,0
2018,U.S-Mexico Trade,Vehicles Other than Railway,Other,86 - 89  Transportation,Export,2843551524,0,0
2015,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Other,50 - 63  Textiles,Export,34001553,0,0
2023,U.S-Mexico Trade,Special Woven Fabrics,Other,50 - 63  Textiles,Export,13335294,0,0
2017,U.S-Mexico Trade,Vehicles Other than Railway,Truck,86 - 89  Transportation,Export,45164520928,0,0
2018,U.S-Mexico Trade,Locomotives and Traffic Signals,Rail,86 - 89  Transportation,Export,725769387,0,0
2013,U.S-Mexico Trade,Organic Chemicals,Air,28 - 38  Chemicals & Allied Industries,Export,613338290,3547.809,7821586.336
2023,U.S-Mexico Trade,Products of Animal Origin,Rail,01 - 05  Animal & Animal Products,Import,10158457,8919.177,19663435.42
2023,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,25 - 27  Mineral Products,Export,7234091,2503.884,5520123.804
2016,U.S-Mexico Trade,Miscellaneous Chemical Products,Foreign Trade Zones,28 - 38  Chemicals & Allied Industries,Import,21173,0.253,557.7699
2021,U.S-Mexico Trade,Ores; Slag and Ash,Other,25 - 27  Mineral Products,Import,6140,29.31,64617.5417
2017,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Vessel,84 - 85  Machinery / Electrical,Import,132812889,9315.343,20536832.63
2020,U.S-Mexico Trade,Cereals,Vessel,06 - 15  Vegetable Products,Export,1332424575,7029070.328,15496460096
2016,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Air,50 - 63  Textiles,Import,131310,5.075,11188.4669
2024,U.S-Mexico Trade,Other Base Metals and Cermets,Truck,72 - 83  Metals,Export,557775206,0,0
2021,U.S-Mexico Trade,Cereals,Air,06 - 15  Vegetable Products,Export,223423,373.401,823208.9624
2022,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,68 - 71  Stone / Glass,Export,3437698549,0,0
2016,U.S-Mexico Trade,Vehicles Other than Railway,Air,86 - 89  Transportation,Import,92632677,6781.613,14950909.61
2014,U.S-Mexico Trade,Live Trees and Plants,Rail,06 - 15  Vegetable Products,Export,310899,0,0
2016,U.S-Mexico Trade,Tanning or Dyeing Extracts,Vessel,28 - 38  Chemicals & Allied Industries,Import,3333531,1026.824,2263761.264
2015,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,90 - 97  Miscellaneous,Export,11120118,328.683,724622.5524
2018,U.S-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Import,402665,48.406,106717.0472
2013,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,25 - 27  Mineral Products,Export,536685757,0,0
2015,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Mail,28 - 38  Chemicals & Allied Industries,Export,2966,0,0
2014,U.S-Mexico Trade,Knitted or Crocheted Apparel,Foreign Trade Zones,50 - 63  Textiles,Import,1703770,78.293,172606.659
2016,U.S-Mexico Trade,Tin and Articles,Air,72 - 83  Metals,Export,199743,6.933,15284.6603
2024,U.S-Mexico Trade,Edible Fruit and Nuts,Air,06 - 15  Vegetable Products,Export,921704,324.131,714587.116
2023,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Mail,16 - 24  Foodstuffs,Export,3596,0,0
2013,U.S-Mexico Trade,Coffee; Tea and Spices,Air,06 - 15  Vegetable Products,Import,629001,102.798,226630.9786
2019,U.S-Mexico Trade,Clocks; Watches and Parts,Rail,90 - 97  Miscellaneous,Export,275220,0,0
2021,U.S-Mexico Trade,Tanning or Dyeing Extracts,Truck,28 - 38  Chemicals & Allied Industries,Export,3543689838,0,0
2014,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Truck,50 - 63  Textiles,Export,911838499,0,0
2013,U.S-Mexico Trade,Rubber and Articles,Rail,39 - 40  Plastics / Rubbers,Export,444767106,0,0
2024,U.S-Mexico Trade,Photographic Goods,Vessel,28 - 38  Chemicals & Allied Industries,Export,7164624,217.121,478670.258
2015,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25 - 27  Mineral Products,Export,24107073147,62740841.62,1.3832E+11
2019,U.S-Mexico Trade,Vegetable Plaiting Materials,Vessel,06 - 15  Vegetable Products,Export,41040,15.2,33510.2911
2018,U.S-Mexico Trade,Tools of Base Metal,Rail,72 - 83  Metals,Import,12679976,5754.6,12686731.69
2017,U.S-Mexico Trade,Fertilizers,Vessel,28 - 38  Chemicals & Allied Industries,Export,297861491,1027896.821,2266126433
2023,U.S-Mexico Trade,Inorganic Chemicals,Pipeline,28 - 38  Chemicals & Allied Industries,Export,28325,0,0
2022,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,72 - 83  Metals,Export,86454624,0,0
2022,U.S-Mexico Trade,Cork and Articles,Truck,44 - 49  Wood & Wood Products,Import,4405565,283.8,625672.4072
2016,U.S-Mexico Trade,Ores; Slag and Ash,Vessel,25 - 27  Mineral Products,Import,143389823,1315199.345,2899520593
2018,U.S-Mexico Trade,Live Trees and Plants,Truck,06 - 15  Vegetable Products,Import,457206745,194034.162,427772451.9
2023,U.S-Mexico Trade,Works of Art and Antiques,Mail,90 - 97  Miscellaneous,Export,85980,0,0
2020,U.S-Mexico Trade,Nickel and Articles,Vessel,72 - 83  Metals,Import,33442929,2616.83,5769127.321
2013,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Other,84 - 85  Machinery / Electrical,Import,1020127,8.472,18677.5761
2023,U.S-Mexico Trade,Aluminum and Articles,Foreign Trade Zones,72 - 83  Metals,Import,3011228,347.392,765868.8859
2017,U.S-Mexico Trade,Animal or Vegetable Fats and Oils,Rail,06 - 15  Vegetable Products,Export,633562220,0,0
2021,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Foreign Trade Zones,16 - 24  Foodstuffs,Import,114857045,9055.829,19964701.76
2018,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Rail,16 - 24  Foodstuffs,Export,678154055,0,0
2013,U.S-Mexico Trade,Cork and Articles,Other,44 - 49  Wood & Wood Products,Export,2349998,0,0
2022,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Foreign Trade Zones,16 - 24  Foodstuffs,Import,2835,0.362,798.074
2013,U.S-Mexico Trade,Preparations of Cereals and Flour,Other,16 - 24  Foodstuffs,Export,63316068,0,0
2022,U.S-Mexico Trade,Aluminum and Articles,Other,72 - 83  Metals,Export,143296632,0,0
2022,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Rail,50 - 63  Textiles,Import,9414661,1498.721,3304116.913
2024,U.S-Mexico Trade,Computer-Related Machinery and Parts,Rail,84 - 85  Machinery / Electrical,Import,4594980398,627727.254,1383902833
2018,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Mail,50 - 63  Textiles,Export,8813,0,0
2013,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Foreign Trade Zones,68 - 71  Stone / Glass,Import,136590,0.141,310.8518
2018,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,25 - 27  Mineral Products,Import,686193050,33721005.48,74342152156
2022,U.S-Mexico Trade,Computer-Related Machinery and Parts,Foreign Trade Zones,84 - 85  Machinery / Electrical,Import,1228095782,75319.699,166051647.7
2013,U.S-Mexico Trade,Animal or Vegetable Fats and Oils,Other,06 - 15  Vegetable Products,Export,9617890,0,0
2016,U.S-Mexico Trade,Products of Animal Origin,Vessel,01 - 05  Animal & Animal Products,Export,232091,94.2,207675.6203
2018,U.S-Mexico Trade,Musical Instruments and Parts,Truck,90 - 97  Miscellaneous,Import,123039325,3884.742,8564397.068
2018,U.S-Mexico Trade,Rubber and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,14232320,3647.037,8040346.814
2017,U.S-Mexico Trade,Products of Animal Origin,Other,01 - 05  Animal & Animal Products,Import,36017,0.427,941.3745
2020,U.S-Mexico Trade,Malts; Starches and Inulin,Rail,06 - 15  Vegetable Products,Export,397972089,0,0
2016,U.S-Mexico Trade,Footwear,Other,64 - 67  Footwear / Headgear,Import,35581,1.74,3836.0461
2019,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Other,50 - 63  Textiles,Export,169544435,0,0
2014,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Export,29056292,2483.982,5476247.357
2023,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Air,28 - 38  Chemicals & Allied Industries,Export,29949441,1301.227,2868716.804
2024,U.S-Mexico Trade,Malts; Starches and Inulin,Vessel,06 - 15  Vegetable Products,Export,8307670,14022.495,30914334.91
2018,U.S-Mexico Trade,Zinc and Articles,Air,72 - 83  Metals,Export,784008,79.392,175029.5391
2023,U.S-Mexico Trade,Food Residues and Waste,Rail,16 - 24  Foodstuffs,Export,2232353676,0,0
2020,U.S-Mexico Trade,Organic Chemicals,Truck,28 - 38  Chemicals & Allied Industries,Import,700647111,197822.997,436125410
2014,U.S-Mexico Trade,Fertilizers,Vessel,28 - 38  Chemicals & Allied Industries,Export,288945791,780102.096,1719832131
2019,U.S-Mexico Trade,Footwear,Truck,64 - 67  Footwear / Headgear,Import,487052512,24686.422,54424288.77
2018,U.S-Mexico Trade,Footwear,Air,64 - 67  Footwear / Headgear,Export,7732519,305.215,672884.4339
2018,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Other,50 - 63  Textiles,Export,40009019,0,0
2016,U.S-Mexico Trade,Cotton,Rail,50 - 63  Textiles,Import,181865,120.861,266453.1116
2021,U.S-Mexico Trade,Ships and Boats,Other,86 - 89  Transportation,Import,1633718,70.224,154817.5445
2014,U.S-Mexico Trade,Umbrellas and Walking Sticks,Vessel,64 - 67  Footwear / Headgear,Export,1441851,423.601,933881.1077
2017,U.S-Mexico Trade,Nickel and Articles,Air,72 - 83  Metals,Export,19876128,106.067,233837.8854
2018,U.S-Mexico Trade,Feathers and Down,Truck,64 - 67  Footwear / Headgear,Export,42275157,0,0
2021,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Rail,06 - 15  Vegetable Products,Export,2000172947,0,0
2019,U.S-Mexico Trade,Musical Instruments and Parts,Air,90 - 97  Miscellaneous,Export,7075354,61.292,135125.8303
2023,U.S-Mexico Trade,Articles of Iron and Steel,Vessel,72 - 83  Metals,Import,373194162,124970.787,275513648.8
2024,U.S-Mexico Trade,Meat and Edible Offal,Vessel,01 - 05  Animal & Animal Products,Import,32121999,11719.179,25836388.21
2023,U.S-Mexico Trade,Special Classification Provisions,Truck,98 - 99  Service,Import,20471543174,2216127.861,4885729601
2013,U.S-Mexico Trade,Feathers and Down,Air,64 - 67  Footwear / Headgear,Import,272259,2.213,4878.8319
2019,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Vessel,84 - 85  Machinery / Electrical,Export,67680491,8267.011,18225654.32
2019,U.S-Mexico Trade,Edible Fruit and Nuts,Vessel,06 - 15  Vegetable Products,Export,49674983,7869.464,17349212.5
2024,U.S-Mexico Trade,Inorganic Chemicals,Pipeline,28 - 38  Chemicals & Allied Industries,Import,17004126,49603.506,109357100.7
2014,U.S-Mexico Trade,Malts; Starches and Inulin,Other,06 - 15  Vegetable Products,Import,11671,18.688,41200.0211
2013,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Vessel,06 - 15  Vegetable Products,Export,284472,35.22,77646.872
2014,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Rail,84 - 85  Machinery / Electrical,Export,1679390792,0,0
2022,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,68 - 71  Stone / Glass,Import,123850529,322331.819,710620599.6
2021,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Rail,28 - 38  Chemicals & Allied Industries,Import,56708593,27998.669,61726549.41
2014,U.S-Mexico Trade,Tools of Base Metal,Vessel,72 - 83  Metals,Import,2141558,197.655,435755.0371
2013,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Rail,50 - 63  Textiles,Import,13320,0.84,1851.8843
2022,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Other,86 - 89  Transportation,Export,2791018997,0,0
2013,U.S-Mexico Trade,Products of Animal Origin,Rail,01 - 05  Animal & Animal Products,Import,9140573,9243.135,20377641.14
2024,U.S-Mexico Trade,Clocks; Watches and Parts,Air,90 - 97  Miscellaneous,Export,122393172,127.526,281146.9168
2017,U.S-Mexico Trade,Wood and Articles,Vessel,44 - 49  Wood & Wood Products,Import,59775147,428287.407,944212876.3
2021,U.S-Mexico Trade,Inorganic Chemicals,Truck,28 - 38  Chemicals & Allied Industries,Export,2406878561,0,0
2016,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Vessel,28 - 38  Chemicals & Allied Industries,Export,3902308,550.825,1214362.243
2019,U.S-Mexico Trade,Toys; Games and Sport Equipment,Mail,90 - 97  Miscellaneous,Export,4693812,0,0
2016,U.S-Mexico Trade,Zinc and Articles,Air,72 - 83  Metals,Export,371260,47.842,105473.6387
2022,U.S-Mexico Trade,Ships and Boats,Mail,86 - 89  Transportation,Export,3709,0,0
2015,U.S-Mexico Trade,Printed Books,Truck,44 - 49  Wood & Wood Products,Import,1000240392,167831.591,370005624
2019,U.S-Mexico Trade,Nickel and Articles,Air,72 - 83  Metals,Export,24647302,177.399,391098.1535
2017,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Truck,50 - 63  Textiles,Export,1135883342,0,0
2013,U.S-Mexico Trade,Toys; Games and Sport Equipment,Vessel,90 - 97  Miscellaneous,Import,7402167,851.067,1876283.087
2013,U.S-Mexico Trade,Paper and Paperboard,Truck,44 - 49  Wood & Wood Products,Import,5215616604,4328259.503,9542186597
2019,U.S-Mexico Trade,Fertilizers,Rail,28 - 38  Chemicals & Allied Industries,Export,902843914,0,0
2018,U.S-Mexico Trade,Paper and Paperboard,Air,44 - 49  Wood & Wood Products,Export,24474732,5090.361,11222334.15
2017,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Rail,06 - 15  Vegetable Products,Export,12825104,0,0
2017,U.S-Mexico Trade,Headgear,Vessel,64 - 67  Footwear / Headgear,Export,965481,28.611,63076.5074
2022,U.S-Mexico Trade,Pharmaceutical Products,Rail,28 - 38  Chemicals & Allied Industries,Export,604350,0,0
2019,U.S-Mexico Trade,Sugars and Sugar Confectionery,Foreign Trade Zones,16 - 24  Foodstuffs,Import,10774,2.11,4651.7575
2014,U.S-Mexico Trade,Cereals,Rail,06 - 15  Vegetable Products,Export,2104781252,0,0
2013,U.S-Mexico Trade,Wood and Articles,Rail,44 - 49  Wood & Wood Products,Import,4523782367,9342422.928,20596533730
2024,U.S-Mexico Trade,Preparations of Fish and Meat,Air,16 - 24  Foodstuffs,Import,270243,13.919,30686.1669
2016,U.S-Mexico Trade,Rubber and Articles,Rail,39 - 40  Plastics / Rubbers,Import,414109275,110194.519,242937527.5
2018,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,68 - 71  Stone / Glass,Import,5379323697,11177.318,24641788.2
2014,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Mail,84 - 85  Machinery / Electrical,Export,3786545,0,0
2016,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,25 - 27  Mineral Products,Import,328427282,3667664.75,8085823273
2022,U.S-Mexico Trade,Ships and Boats,Rail,86 - 89  Transportation,Export,515868,0,0
2015,U.S-Mexico Trade,Miscellaneous Chemical Products,Truck,28 - 38  Chemicals & Allied Industries,Import,1682337146,707588.204,1559966234
2018,U.S-Mexico Trade,Photographic Goods,Truck,28 - 38  Chemicals & Allied Industries,Export,224664149,0,0
2022,U.S-Mexico Trade,Pharmaceutical Products,Mail,28 - 38  Chemicals & Allied Industries,Export,20914,0,0
2024,U.S-Mexico Trade,Sugars and Sugar Confectionery,Air,16 - 24  Foodstuffs,Export,784238,485.72,1070830.171
2013,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Mail,50 - 63  Textiles,Import,299,0.005,11.0231
2022,U.S-Mexico Trade,Miscellaneous Chemical Products,Vessel,28 - 38  Chemicals & Allied Industries,Export,504510204,200128.349,441207845.4
2013,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,68 - 71  Stone / Glass,Export,2555858192,798.933,1761347.168
2016,U.S-Mexico Trade,Coffee; Tea and Spices,Air,06 - 15  Vegetable Products,Export,821716,110.875,244437.7294
2020,U.S-Mexico Trade,Fish and Crustaceans,Truck,01 - 05  Animal & Animal Products,Import,3000581473,296149.3,652897978.8
2015,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Air,72 - 83  Metals,Export,88026633,5915.434,13041310.22
2014,U.S-Mexico Trade,Furskins and Artificial Fur,Foreign Trade Zones,"41 - 43  Raw Hides, Skins, Leather, & Furs",Import,791,0.039,85.9803
2014,U.S-Mexico Trade,Tin and Articles,Air,72 - 83  Metals,Export,722997,42.129,92878.6209
2023,U.S-Mexico Trade,Articles of Iron and Steel,Foreign Trade Zones,72 - 83  Metals,Import,3506501,665.731,1467686.815
2019,U.S-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Import,363299422,83401.28,183868498.5
2016,U.S-Mexico Trade,Raw Hides and Skins,Vessel,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,5043479,606.829,1337830.031
2024,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Other,50 - 63  Textiles,Export,4849729,0,0
2016,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Foreign Trade Zones,50 - 63  Textiles,Import,30526,0.593,1307.3416
2015,U.S-Mexico Trade,Fish and Crustaceans,Other,01 - 05  Animal & Animal Products,Import,71250,9.691,21365.0151
2019,U.S-Mexico Trade,Toys; Games and Sport Equipment,Rail,90 - 97  Miscellaneous,Export,30872048,0,0
2013,U.S-Mexico Trade,Fertilizers,Air,28 - 38  Chemicals & Allied Industries,Import,30459,4.006,8831.7253
2021,U.S-Mexico Trade,Edible Fruit and Nuts,Air,06 - 15  Vegetable Products,Import,1119973,231.058,509396.1088
2016,U.S-Mexico Trade,Straw and Basketware,Truck,44 - 49  Wood & Wood Products,Export,4398328,0,0
2013,U.S-Mexico Trade,Copper and Articles,Mail,72 - 83  Metals,Export,20183,0,0
2013,U.S-Mexico Trade,Works of Art and Antiques,Air,90 - 97  Miscellaneous,Export,79840874,124.143,273688.6733
2020,U.S-Mexico Trade,Edible Fruit and Nuts,Truck,06 - 15  Vegetable Products,Export,4180518068,0,0
2021,U.S-Mexico Trade,Wool and Animal Hair,Mail,50 - 63  Textiles,Export,130047,0,0
2018,U.S-Mexico Trade,Impregnated Fabrics,Mail,50 - 63  Textiles,Export,2543,0,0
2015,U.S-Mexico Trade,Glass,Truck,68 - 71  Stone / Glass,Import,1575167881,1173741.111,2587658316
2024,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Other,68 - 71  Stone / Glass,Export,142103423,0,0
2020,U.S-Mexico Trade,Dairy Products,Vessel,01 - 05  Animal & Animal Products,Import,3584745,2495.177,5500928.146
2018,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Other,16 - 24  Foodstuffs,Export,22610279,0,0
2017,U.S-Mexico Trade,Ships and Boats,Mail,86 - 89  Transportation,Export,40658,0,0
2019,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Foreign Trade Zones,72 - 83  Metals,Import,102699652,9357.173,20629052.09
2019,U.S-Mexico Trade,Fish and Crustaceans,Foreign Trade Zones,01 - 05  Animal & Animal Products,Import,8692812,540.712,1192066.879
2015,U.S-Mexico Trade,Vehicles Other than Railway,Air,86 - 89  Transportation,Import,96957957,7221.994,15921784.32
2022,U.S-Mexico Trade,Organic Chemicals,Air,28 - 38  Chemicals & Allied Industries,Export,96610512,18672.833,41166583.6
2017,U.S-Mexico Trade,Coffee; Tea and Spices,Truck,06 - 15  Vegetable Products,Import,691892598,125948.828,277669861.9
2024,U.S-Mexico Trade,Zinc and Articles,Truck,72 - 83  Metals,Export,217548217,0,0
2022,U.S-Mexico Trade,Ores; Slag and Ash,Other,25 - 27  Mineral Products,Import,2811,0.034,74.9572
2014,U.S-Mexico Trade,Articles of Iron and Steel,Truck,72 - 83  Metals,Export,10433382050,0,0
2014,U.S-Mexico Trade,Vehicles Other than Railway,Truck,86 - 89  Transportation,Export,50901182084,0,0
2024,U.S-Mexico Trade,Copper and Articles,Other,72 - 83  Metals,Import,3427,0.033,72.7526
2021,U.S-Mexico Trade,Nickel and Articles,Rail,72 - 83  Metals,Export,3164535,0,0
2022,U.S-Mexico Trade,Articles of Leather and Handbags,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,513211516,0,0
2017,U.S-Mexico Trade,Cotton,Truck,50 - 63  Textiles,Export,804061454,0,0
2022,U.S-Mexico Trade,Pharmaceutical Products,Foreign Trade Zones,28 - 38  Chemicals & Allied Industries,Import,8858668,93.248,205576.8173
2016,U.S-Mexico Trade,Edible Vegetables and Roots,Air,06 - 15  Vegetable Products,Export,2148415,1469.205,3239045.215
2018,U.S-Mexico Trade,Dairy Products,Truck,01 - 05  Animal & Animal Products,Export,1607829337,0,0
2024,U.S-Mexico Trade,Glass,Mail,68 - 71  Stone / Glass,Export,100187,0,0
2024,U.S-Mexico Trade,Special Woven Fabrics,Rail,50 - 63  Textiles,Export,40508,0,0
2013,U.S-Mexico Trade,Iron and Steel,Foreign Trade Zones,72 - 83  Metals,Import,3215478,4664.17,10282743.08
2016,U.S-Mexico Trade,Wood and Articles,Air,44 - 49  Wood & Wood Products,Export,4262964,3738.071,8241042.6
