State,StateCode,Year,TradeType,Mode,TradeValue
North Carolina,NC,2017,Export,Air,131783661
Missouri,MO,2020,Import,Air,16037178
South Dakota,SD,2023,Import,Rail,5270641
New Jersey,NJ,2020,Export,Vessel,77198004
Alabama,AL,2024,Import,Air,118578498
Georgia,GA,2015,Import,Rail,351808266
North Dakota,ND,2015,Export,Vessel,1402198
New Mexico,NM,2015,Export,Rail,18861456
North Dakota,ND,2016,Export,Vessel,241489
Georgia,GA,2023,Export,Air,318718905
Arkansas,AR,2019,Export,Air,4146992
Florida,FL,2022,Import,Other (including unknown),34661829
Massachusetts,MA,2021,Export,Other (including unknown),3976454
California,CA,2015,Import,Air,1035755174
Wisconsin,WI,2015,Export,Rail,210192632
Oregon,OR,2022,Export,Other (including unknown),1736496
Vermont,VT,2023,Export,Other (including unknown),303347
Mississippi,MS,2020,Export,Rail,393443408
Washington,WA,2019,Import,Vessel,93504034
South Dakota,SD,2023,Export,Rail,222221444
Arkansas,AR,2023,Export,Air,4909982
Arizona,AZ,2016,Export,Pipeline,405046512
Tennessee,TN,2015,Import,Air,144672639
Colorado,CO,2019,Export,Air,29385139
Kansas,KS,2018,Import,Rail,12994723
Ohio,OH,2020,Export,Air,335517734
Kentucky,KY,2024,Export,Rail,599092677
Georgia,GA,2020,Export,Vessel,63165181
South Dakota,SD,2017,Import,Air,766733
Georgia,GA,2021,Import,Vessel,1700105869
Texas,TX,2020,Import,Vessel,7682174353
Rhode Island,RI,2024,Export,Other (including unknown),651506
New Jersey,NJ,2018,Import,Air,131285372
Oregon,OR,2016,Import,Rail,16363769
Washington,WA,2019,Export,Air,68935456
Illinois,IL,2024,Import,Other (including unknown),2331956
Wisconsin,WI,2016,Import,Truck,2630333107
Nevada,NV,2019,Import,Truck,835311050
Michigan,MI,2018,Import,Air,348625651
New York,NY,2017,Export,Mail,207775
New Jersey,NJ,2020,Import,Rail,855197605
Nebraska,NE,2018,Export,Air,12399431
Montana,MT,2018,Export,Rail,20274870
Nebraska,NE,2017,Import,Truck,185936392
Washington,WA,2018,Export,Air,60211176
Idaho,"ID",2015,Import,Truck,135257124
Florida,FL,2018,Import,Rail,145446828
Tennessee,TN,2019,Export,Vessel,25042423
Mississippi,MS,2020,Import,Vessel,277112709
Maryland,MD,2019,Export,Other (including unknown),1959294
Minnesota,MN,2016,Export,Rail,434462765
District of Columbia,DC,2017,Export,Vessel,9901372
Louisiana,LA,2021,Export,Other (including unknown),28163775
Wyoming,WY,2022,Import,Air,646098
Indiana,IN,2015,Import,Air,36683189
Virginia,VA,2020,Export,Air,26959023
Kansas,KS,2024,Export,Air,157003630
California,CA,2019,Import,Air,666542604
Idaho,"ID",2017,Export,Other (including unknown),379613
Iowa,IA,2015,Export,Vessel,410335803
West Virginia,WV,2016,Export,Rail,29610316
Texas,TX,2022,Import,Other (including unknown),336460447
Missouri,MO,2019,Import,Air,14143910
North Carolina,NC,2021,Import,Air,341986749
Virginia,VA,2019,Export,Air,26288986
Kentucky,KY,2022,Export,Other (including unknown),9745590
Oklahoma,OK,2017,Export,Rail,63229836
New Jersey,NJ,2023,Export,Rail,182598420
North Carolina,NC,2020,Export,Air,203732257
Oregon,OR,2017,Export,Air,72080222
Louisiana,LA,2022,Import,Vessel,3872396024
South Carolina,SC,2015,Export,Other (including unknown),165925631
Mississippi,MS,2016,Export,Vessel,161817730
North Carolina,NC,2015,Import,Vessel,258193183
Tennessee,TN,2024,Import,Other (including unknown),767080
Utah,UT,2024,Import,Rail,10933951
Alaska,AK,2022,Export,Vessel,4056014
Texas,TX,2017,Export,Pipeline,3191874201
Montana,MT,2022,Export,Rail,59845590
New Jersey,NJ,2016,Export,Air,106035077
Illinois,IL,2018,Export,Other (including unknown),17181684
Virginia,VA,2015,Import,Imports into Foreign Trade Zones,1840306
South Carolina,SC,2022,Import,Rail,231155397
Maine,ME,2023,Export,Other (including unknown),1726081
Massachusetts,MA,2017,Export,Vessel,19401583
New Jersey,NJ,2017,Export,Rail,341775724
Nevada,NV,2018,Import,Rail,5060165
Tennessee,TN,2017,Export,Air,167610388
Pennsylvania,PA,2021,Export,Rail,222685244
Kentucky,KY,2020,Export,Other (including unknown),4072665
New Jersey,NJ,2020,Import,Vessel,928199753
Delaware,DE,2020,Import,Air,18729379
Iowa,IA,2024,Export,Other (including unknown),9973376
Louisiana,LA,2019,Import,Air,25759483
Washington,WA,2023,Import,Vessel,39613315
Montana,MT,2022,Import,Air,2902142
Idaho,"ID",2023,Import,Truck,164511439
Vermont,VT,2020,Import,Truck,54183468
Oregon,OR,2019,Import,Air,23456331
Missouri,MO,2023,Export,Air,22174499
Massachusetts,MA,2016,Export,Air,189825148
Georgia,GA,2023,Import,Vessel,1545686901
State Unknown,DU,2023,Export,Mail,57162
Mississippi,MS,2021,Import,Truck,1849173430
Nevada,NV,2020,Import,Vessel,5954278
West Virginia,WV,2015,Export,Air,6678311
Pennsylvania,PA,2021,Export,Air,261987271
New York,NY,2024,Import,Other (including unknown),6811342
Missouri,MO,2015,Export,Air,16966942
Nevada,NV,2023,Import,Other (including unknown),34013588
Michigan,MI,2019,Export,Air,193685724
Alabama,AL,2015,Export,Rail,775617496
Alabama,AL,2015,Export,Vessel,828388788
Kansas,KS,2024,Import,Truck,1312225998
Missouri,MO,2018,Import,Air,15750221
Florida,FL,2021,Export,Rail,144122709
Florida,FL,2023,Import,Vessel,3360000871
Hawaii,HI,2020,Import,Truck,4190663
Iowa,IA,2024,Export,Air,31040928
Kentucky,KY,2019,Export,Vessel,15880954
Connecticut,CT,2023,Import,Vessel,64335640
California,CA,2018,Import,Rail,3902136255
Connecticut,CT,2015,Import,Vessel,64599448
West Virginia,WV,2015,Import,Air,17605971
Colorado,CO,2022,Import,Air,81667260
Kansas,KS,2024,Export,Vessel,34752438
Connecticut,CT,2024,Import,Air,67679869
Connecticut,CT,2020,Import,Truck,2441691395
Kansas,KS,2022,Import,Other (including unknown),4876647
South Carolina,SC,2024,Import,Rail,204353251
Nevada,NV,2024,Import,Truck,1438397619
Iowa,IA,2017,Export,Vessel,370068310
California,CA,2024,Import,Other (including unknown),4863124
Florida,FL,2021,Export,Air,719340842
Maryland,MD,2020,Import,Rail,149165815
Nevada,NV,2024,Export,Vessel,7716089
Minnesota,MN,2017,Export,Air,102311908
Indiana,IN,2017,Export,Rail,1825150108
California,CA,2022,Import,Other (including unknown),6593401
Kansas,KS,2015,Import,Air,25509927
Texas,TX,2024,Export,Mail,16125
Oregon,OR,2016,Import,Truck,762129131
Maryland,MD,2021,Export,Vessel,29594603
New Mexico,NM,2023,Export,Rail,55272525
North Dakota,ND,2017,Export,Other (including unknown),239907
Oklahoma,OK,2022,Import,Truck,1141700983
South Carolina,SC,2020,Import,Other (including unknown),270750
Utah,UT,2023,Import,Truck,3569403712
Indiana,IN,2018,Export,Other (including unknown),7157439
Alabama,AL,2023,Import,Truck,4916895560
Delaware,DE,2017,Import,Vessel,26091223
South Dakota,SD,2016,Export,Other (including unknown),816729
Vermont,VT,2021,Export,Truck,42974467
South Carolina,SC,2015,Import,Vessel,78300065
Michigan,MI,2022,Export,Vessel,184160653
Missouri,MO,2015,Export,Other (including unknown),11772573
Tennessee,TN,2023,Export,Other (including unknown),27736738
Indiana,IN,2016,Export,Air,186169144
Rhode Island,RI,2018,Export,Air,8572444
Arizona,AZ,2023,Export,Rail,752217437
Michigan,MI,2024,Export,Other (including unknown),25040100
Louisiana,LA,2018,Export,Air,58250378
Texas,TX,2019,Import,Vessel,10123124234
North Dakota,ND,2024,Export,Air,2522202
Oregon,OR,2018,Export,Rail,125028220
Arkansas,AR,2021,Export,Vessel,10338994
Alaska,AK,2017,Export,Rail,1500763
Vermont,VT,2022,Import,Air,2770208
Kansas,KS,2016,Import,Vessel,522344
Colorado,CO,2024,Export,Other (including unknown),96055662
Kentucky,KY,2017,Import,Truck,4088309109
Arizona,AZ,2018,Import,Rail,351855327
Virginia,VA,2020,Export,Rail,61848750
Virginia,VA,2016,Import,Rail,30335333
Colorado,CO,2020,Import,Truck,1156185754
Iowa,IA,2017,Export,Air,13771820
Tennessee,TN,2020,Import,Air,280140546
Michigan,MI,2015,Import,Truck,16176761934
Tennessee,TN,2022,Export,Rail,749527279
Wyoming,WY,2021,Export,Other (including unknown),390937
Alabama,AL,2024,Import,Truck,5086934167
Virginia,VA,2023,Import,Truck,2594720321
Montana,MT,2015,Import,Truck,55372551
Rhode Island,RI,2015,Import,Truck,211369771
Louisiana,LA,2020,Import,Vessel,1383735583
Vermont,VT,2022,Export,Vessel,32818
Nevada,NV,2021,Export,Other (including unknown),3199586
North Dakota,ND,2015,Import,Truck,137191205
New York,NY,2020,Import,Rail,65135357
North Carolina,NC,2020,Import,Vessel,293179826
Kansas,KS,2015,Import,Rail,245858659
Kentucky,KY,2015,Export,Air,239439992
Vermont,VT,2019,Export,Air,2076320
New Hampshire,NH,2018,Export,Other (including unknown),776740
Idaho,"ID",2024,Export,Rail,38135200
Maryland,MD,2016,Export,Vessel,20287478
Mississippi,MS,2021,Import,Other (including unknown),176075
Massachusetts,MA,2016,Import,Vessel,28700405
Colorado,CO,2023,Export,Air,76714200
Virginia,VA,2015,Export,Air,47639253
Hawaii,HI,2019,Import,Vessel,4506840
Virginia,VA,2018,Import,Vessel,46932324
Alabama,AL,2017,Export,Rail,637040010
Texas,TX,2018,Import,Other (including unknown),341120877
Illinois,IL,2020,Import,Other (including unknown),425248
Arkansas,AR,2022,Export,Air,4850156
Delaware,DE,2021,Import,Truck,274533518
California,CA,2018,Export,Pipeline,665243
New Jersey,NJ,2016,Import,Air,73263030
North Dakota,ND,2023,Export,Truck,48590888
Wisconsin,WI,2017,Import,Rail,86147245
Connecticut,CT,2024,Import,Other (including unknown),2699932
Washington,WA,2020,Export,Air,67474012
Massachusetts,MA,2021,Import,Truck,3971871513
Michigan,MI,2020,Export,Vessel,40804006
Louisiana,LA,2022,Export,Air,71818326
Indiana,IN,2023,Import,Truck,5241471094
New York,NY,2015,Export,Mail,507870
Missouri,MO,2015,Import,Rail,407674040
Louisiana,LA,2024,Export,Other (including unknown),17818570
Maryland,MD,2021,Import,Air,36283587
Utah,UT,2018,Export,Other (including unknown),3071503
South Carolina,SC,2018,Import,Imports into Foreign Trade Zones,804019887
Utah,UT,2016,Export,Other (including unknown),4335438
Maryland,MD,2021,Import,Vessel,2583597053
Tennessee,TN,2024,Import,Vessel,1652771775
Missouri,MO,2020,Import,Vessel,20852208
Mississippi,MS,2018,Export,Rail,314025824
South Carolina,SC,2022,Export,Air,40168393
Florida,FL,2016,Import,Vessel,1408173303
Minnesota,MN,2024,Import,Rail,51681043
Maryland,MD,2015,Import,Other (including unknown),2974
Oregon,OR,2021,Import,Imports into Foreign Trade Zones,5263991
Louisiana,LA,2018,Import,Truck,219518196
Pennsylvania,PA,2016,Import,Rail,339502780
Nevada,NV,2024,Export,Rail,24675885
New Jersey,NJ,2024,Export,Vessel,56889762
Tennessee,TN,2015,Import,Rail,148284730
Idaho,"ID",2022,Import,Air,7893108
Kansas,KS,2018,Import,Other (including unknown),821943
South Carolina,SC,2019,Import,Vessel,54542028
Utah,UT,2020,Import,Truck,2500136874
Massachusetts,MA,2015,Export,Air,157794293
Missouri,MO,2022,Export,Other (including unknown),14734674
North Dakota,ND,2016,Export,Truck,49619980
New Mexico,NM,2023,Import,Truck,2252522334
Illinois,IL,2016,Import,Air,177297115
Utah,UT,2021,Export,Rail,69494809
Minnesota,MN,2023,Import,Vessel,6389371
Wisconsin,WI,2016,Import,Rail,80484083
Tennessee,TN,2020,Export,Air,144531312
Arizona,AZ,2015,Import,Truck,6814412851
Utah,UT,2021,Export,Other (including unknown),4032097
Nevada,NV,2021,Export,Vessel,2197698
Michigan,MI,2023,Import,Rail,35824771870
New York,NY,2016,Export,Other (including unknown),11165093
Arkansas,AR,2023,Import,Imports into Foreign Trade Zones,23159616
South Carolina,SC,2020,Export,Vessel,297546417
Tennessee,TN,2019,Import,Rail,3213262197
Missouri,MO,2015,Import,Air,10492989
Oklahoma,OK,2016,Import,Truck,779592618
Indiana,IN,2022,Import,Truck,4775934060
Maryland,MD,2015,Import,Vessel,587613504
North Dakota,ND,2023,Export,Other (including unknown),2224990
California,CA,2023,Import,Imports into Foreign Trade Zones,656515337
North Carolina,NC,2024,Import,Air,153374185
Iowa,IA,2021,Export,Rail,1805562216
Alabama,AL,2018,Export,Vessel,931949852
Minnesota,MN,2015,Export,Vessel,43609763
Florida,FL,2024,Import,Other (including unknown),35025054
Alabama,AL,2022,Import,Air,224929794
California,CA,2016,Import,Other (including unknown),14949388
Idaho,"ID",2022,Export,Rail,60799294
Wisconsin,WI,2015,Export,Vessel,29176097
West Virginia,WV,2021,Export,Other (including unknown),3878980
New Mexico,NM,2018,Import,Truck,662682349
Massachusetts,MA,2017,Import,Vessel,28462710
Iowa,IA,2022,Export,Vessel,378803129
Alabama,AL,2015,Import,Vessel,1009406340
Virginia,VA,2023,Import,Air,50173455
Nevada,NV,2020,Export,Air,378922994
Indiana,IN,2022,Import,Air,133632852
Maine,ME,2023,Import,Truck,63038898
Kentucky,KY,2020,Import,Vessel,12812292
Wyoming,WY,2022,Export,Truck,17690045
Florida,FL,2022,Export,Rail,138862093
Oregon,OR,2024,Import,Truck,750613509
State Unknown,DU,2024,Import,Air,38941634
Oklahoma,OK,2017,Import,Vessel,2195985
Colorado,CO,2024,Export,Air,79949772
Illinois,IL,2018,Import,Rail,3617030981
West Virginia,WV,2017,Import,Truck,43988443
New York,NY,2023,Export,Air,429318347
Illinois,IL,2020,Import,Vessel,339963117
Texas,TX,2021,Import,Air,573993030
Vermont,VT,2015,Export,Truck,129454203
Texas,TX,2022,Import,Rail,5415804617
Maryland,MD,2022,Export,Vessel,39947763
California,CA,2019,Export,Vessel,1088862497
Connecticut,CT,2019,Import,Air,73335650
New York,NY,2019,Import,Vessel,93056721
Colorado,CO,2015,Import,Air,76149524
Arkansas,AR,2024,Export,Other (including unknown),48532283
Michigan,MI,2022,Export,Air,161960924
Nebraska,NE,2017,Import,Imports into Foreign Trade Zones,13690960
Oklahoma,OK,2023,Export,Vessel,156336
California,CA,2017,Export,Vessel,1241502142
New York,NY,2017,Export,Other (including unknown),13876510
Rhode Island,RI,2015,Export,Other (including unknown),875031
Georgia,GA,2021,Import,Truck,9693103914
West Virginia,WV,2018,Export,Air,11041393
Arizona,AZ,2020,Export,Vessel,2830444
Vermont,VT,2022,Import,Vessel,618584
Montana,MT,2022,Import,Imports into Foreign Trade Zones,17494858
Florida,FL,2019,Import,Rail,171051123
Mississippi,MS,2019,Import,Other (including unknown),57184
Nebraska,NE,2021,Import,Truck,358602983
Virginia,VA,2015,Import,Truck,744324987
Minnesota,MN,2024,Export,Vessel,5676009
Massachusetts,MA,2022,Import,Vessel,38125219
South Dakota,SD,2017,Export,Rail,118496862
Nebraska,NE,2020,Export,Vessel,4168545
Maine,ME,2022,Export,Air,7805856
North Dakota,ND,2021,Export,Air,3614131
North Carolina,NC,2017,Import,Vessel,256328011
North Dakota,ND,2016,Export,Rail,199665012
Michigan,MI,2020,Export,Rail,2242427349
Kansas,KS,2021,Import,Air,33921524
California,CA,2021,Import,Other (including unknown),132246261
Minnesota,MN,2018,Export,Other (including unknown),3192027
Iowa,IA,2022,Export,Other (including unknown),6060239
Connecticut,CT,2023,Export,Rail,132727190
Arkansas,AR,2022,Import,Rail,79400149
Delaware,DE,2023,Import,Truck,250035929
Utah,UT,2015,Export,Other (including unknown),2522773
North Carolina,NC,2022,Export,Other (including unknown),17832532
Alabama,AL,2015,Import,Air,15893755
Montana,MT,2017,Export,Air,5870109
Hawaii,HI,2019,Export,Truck,307190
Michigan,MI,2021,Import,Air,389752911
Alabama,AL,2017,Export,Other (including unknown),5326954
Michigan,MI,2015,Import,Vessel,893567036
Michigan,MI,2021,Import,Truck,18323488861
Maryland,MD,2023,Import,Air,21185367
Illinois,IL,2016,Export,Vessel,153060009
Colorado,CO,2022,Export,Rail,79707601
Maryland,MD,2015,Import,Truck,1531874008
North Dakota,ND,2024,Export,Truck,52048119
New York,NY,2018,Import,Other (including unknown),702725
Alabama,AL,2020,Export,Air,80855676
Washington,WA,2019,Export,Vessel,1021420953
Indiana,IN,2022,Import,Vessel,20395988
Kansas,KS,2023,Import,Air,48988792
Oregon,OR,2019,Export,Air,46176414
State Unknown,DU,2017,Import,Vessel,441845930
Virginia,VA,2015,Export,Other (including unknown),2687929
New Hampshire,NH,2018,Import,Air,61760571
Pennsylvania,PA,2021,Import,Air,262299913
State Unknown,DU,2017,Import,Other (including unknown),2493753797
Massachusetts,MA,2018,Export,Air,211778243
Ohio,OH,2024,Import,Rail,1222680127
North Carolina,NC,2020,Import,Truck,6198270992
South Carolina,SC,2024,Import,Vessel,48323544
Arkansas,AR,2015,Import,Truck,626520422
Kentucky,KY,2021,Import,Other (including unknown),471623
State Unknown,DU,2021,Import,Truck,34224089
Texas,TX,2015,Export,Vessel,12657449724
Alaska,AK,2017,Export,Other (including unknown),63055
New Hampshire,NH,2019,Import,Truck,280225808
North Carolina,NC,2018,Import,Truck,6807349889
Georgia,GA,2016,Import,Air,105583390
Pennsylvania,PA,2022,Export,Air,299892444
District of Columbia,DC,2022,Export,Truck,853503
New Jersey,NJ,2020,Import,Air,120640108
Massachusetts,MA,2024,Import,Air,498905432
Kentucky,KY,2019,Export,Other (including unknown),4704584
North Carolina,NC,2019,Export,Rail,163585762
Mississippi,MS,2024,Export,Air,92958254
Iowa,IA,2022,Export,Rail,2121172732
California,CA,2015,Import,Pipeline,12006492
Minnesota,MN,2024,Import,Vessel,23442967
Ohio,OH,2019,Export,Air,829282991
Kansas,KS,2023,Export,Air,182664907
Connecticut,CT,2019,Export,Vessel,1673980
South Carolina,SC,2017,Export,Other (including unknown),319040178
South Carolina,SC,2024,Import,Air,58983515
Arizona,AZ,2019,Export,Air,603089652
Wisconsin,WI,2017,Export,Vessel,11100872
Washington,WA,2019,Import,Air,46824427
Wisconsin,WI,2020,Import,Vessel,30671951
Georgia,GA,2017,Export,Air,169002482
Maine,ME,2021,Export,Rail,6024646
Iowa,IA,2022,Import,Rail,13986658
Kansas,KS,2019,Export,Other (including unknown),7157107
Pennsylvania,PA,2024,Import,Other (including unknown),108912
Montana,MT,2024,Import,Air,15401483
Hawaii,HI,2017,Import,Vessel,2603903
District of Columbia,DC,2024,Export,Air,1019932
Maryland,MD,2018,Import,Rail,154670080
Florida,FL,2020,Import,Rail,164133546
Colorado,CO,2023,Import,Air,59677553
California,CA,2018,Export,Mail,19280
Oregon,OR,2024,Export,Rail,946574799
Virginia,VA,2018,Export,Vessel,54691443
Idaho,"ID",2018,Export,Other (including unknown),565626
District of Columbia,DC,2016,Export,Other (including unknown),19865
Arizona,AZ,2018,Import,Imports into Foreign Trade Zones,148606073
Virginia,VA,2019,Export,Rail,70158833
Maryland,MD,2023,Export,Vessel,57511641
Wyoming,WY,2016,Import,Air,495323
Indiana,IN,2015,Import,Vessel,11835777
Maryland,MD,2019,Import,Truck,1334311132
Connecticut,CT,2018,Export,Vessel,1702614
Rhode Island,RI,2016,Export,Air,8341028
Nebraska,NE,2019,Export,Other (including unknown),4526128
Arkansas,AR,2021,Import,Other (including unknown),3236
Maryland,MD,2016,Import,Truck,1487571220
Connecticut,CT,2016,Import,Vessel,65050362
Wyoming,WY,2023,Import,Air,701889
Georgia,GA,2024,Import,Vessel,1809042302
Kentucky,KY,2016,Export,Rail,434450647
California,CA,2020,Export,Vessel,664614755
Kansas,KS,2023,Import,Truck,1168283823
State Unknown,DU,2018,Import,Air,15643519
Michigan,MI,2024,Import,Imports into Foreign Trade Zones,2158281
Michigan,MI,2016,Import,Other (including unknown),686954
Michigan,MI,2016,Import,Vessel,1468117818
Virginia,VA,2017,Import,Air,75202315
Alabama,AL,2019,Import,Rail,26805624
Idaho,"ID",2023,Import,Air,4171461
Maine,ME,2020,Import,Vessel,33592543
Arizona,AZ,2020,Export,Air,595807507
Mississippi,MS,2016,Import,Other (including unknown),2318
South Carolina,SC,2018,Import,Truck,2834467832
New Hampshire,NH,2015,Export,Air,33908337
Texas,TX,2017,Export,Air,1177585733
Colorado,CO,2020,Export,Other (including unknown),10885687
Oregon,OR,2018,Import,Imports into Foreign Trade Zones,4267794
Iowa,IA,2017,Import,Imports into Foreign Trade Zones,12797684
Alabama,AL,2024,Export,Other (including unknown),16289641
Nebraska,NE,2017,Export,Pipeline,197549
Arkansas,AR,2018,Import,Rail,34668460
Connecticut,CT,2017,Export,Vessel,246526
Maine,ME,2019,Export,Air,4825993
Kansas,KS,2020,Export,Other (including unknown),5360249
New Jersey,NJ,2023,Import,Other (including unknown),993135
Nevada,NV,2023,Export,Other (including unknown),4116837
Alabama,AL,2017,Import,Air,64217262
Ohio,OH,2018,Export,Vessel,882493137
Connecticut,CT,2015,Export,Vessel,1455320
Minnesota,MN,2018,Import,Vessel,15157192
North Dakota,ND,2020,Import,Vessel,484780
Massachusetts,MA,2019,Export,Vessel,22937143
Texas,TX,2015,Import,Rail,3202984975
Georgia,GA,2016,Import,Rail,338279291
Oregon,OR,2019,Import,Truck,578045342
Kentucky,KY,2020,Import,Other (including unknown),27078
Vermont,VT,2024,Import,Air,17797376
Kansas,KS,2019,Import,Rail,19203516
Connecticut,CT,2022,Export,Other (including unknown),2488286
New Mexico,NM,2020,Export,Air,836277
New Jersey,NJ,2016,Export,Rail,284292989
Kansas,KS,2023,Import,Vessel,5427255
California,CA,2021,Import,Rail,3744873100
New Hampshire,NH,2022,Export,Mail,3073
Oregon,OR,2023,Export,Vessel,20846716
Alaska,AK,2021,Import,Air,5642435
Connecticut,CT,2019,Export,Air,76502763
Massachusetts,MA,2020,Import,Vessel,38034128
Georgia,GA,2023,Export,Vessel,109798852
Georgia,GA,2016,Import,Truck,5520788708
Utah,UT,2022,Export,Other (including unknown),4747457
State Unknown,DU,2019,Import,Imports into Foreign Trade Zones,52929635
Virginia,VA,2017,Export,Rail,75587371
North Dakota,ND,2021,Import,Truck,116462102
Florida,FL,2019,Import,Imports into Foreign Trade Zones,23169978
Montana,MT,2016,Import,Rail,93325
Massachusetts,MA,2016,Import,Rail,15565706
Connecticut,CT,2021,Import,Truck,2669010360
Kansas,KS,2021,Export,Other (including unknown),7911993
Tennessee,TN,2016,Import,Air,564886209
Missouri,MO,2023,Export,Vessel,62843628
District of Columbia,DC,2023,Import,Truck,75378439
Ohio,OH,2021,Export,Other (including unknown),22681881
Wyoming,WY,2017,Import,Air,357692
Arkansas,AR,2024,Export,Air,3819278
South Carolina,SC,2021,Export,Vessel,433477990
North Carolina,NC,2017,Export,Rail,160557871
North Carolina,NC,2015,Import,Truck,4012931533
Indiana,IN,2024,Export,Air,174118135
Wisconsin,WI,2022,Import,Vessel,32276335
South Carolina,SC,2024,Export,Vessel,545326334
West Virginia,WV,2024,Import,Vessel,16914
Nebraska,NE,2017,Export,Other (including unknown),7443511
Arizona,AZ,2019,Import,Air,95456481
New Jersey,NJ,2018,Import,Rail,591029258
Oklahoma,OK,2023,Export,Other (including unknown),13644293
New York,NY,2017,Export,Rail,101474677
Idaho,"ID",2023,Export,Rail,76522108
Wisconsin,WI,2018,Import,Rail,83734438
North Carolina,NC,2020,Export,Vessel,97920139
Kansas,KS,2021,Export,Vessel,4611874
Alaska,AK,2020,Import,Rail,17512676
Hawaii,HI,2023,Export,Truck,2585770
Illinois,IL,2019,Export,Air,227887523
Wisconsin,WI,2018,Export,Vessel,20601630
Montana,MT,2018,Import,Truck,65628962
Illinois,IL,2017,Import,Vessel,174345323
North Carolina,NC,2023,Export,Rail,97837837
District of Columbia,DC,2018,Import,Truck,2451893
New York,NY,2024,Import,Vessel,224360649
Connecticut,CT,2016,Export,Air,75771205
New Hampshire,NH,2020,Export,Air,39302385
Washington,WA,2017,Import,Vessel,78723348
Alaska,AK,2017,Import,Truck,3055931
Maine,ME,2024,Export,Rail,13472576
Ohio,OH,2016,Import,Vessel,6787197
Wisconsin,WI,2019,Import,Air,68664567
Oregon,OR,2020,Import,Air,35340742
Pennsylvania,PA,2024,Export,Other (including unknown),40489240
Texas,TX,2016,Import,Air,471047012
Georgia,GA,2019,Export,Rail,390941718
District of Columbia,DC,2016,Import,Truck,7616848
Arkansas,AR,2018,Export,Other (including unknown),3182894
Kentucky,KY,2017,Export,Air,162402177
Maine,ME,2016,Import,Vessel,14959435
California,CA,2023,Import,Rail,5120064934
Indiana,IN,2019,Import,Rail,230328835
Minnesota,MN,2017,Import,Air,65165633
Alaska,AK,2018,Export,Air,9107169
Oregon,OR,2015,Export,Vessel,20547078
Utah,UT,2021,Export,Air,361281939
North Dakota,ND,2018,Import,Truck,130114602
South Carolina,SC,2022,Export,Rail,80928242
Iowa,IA,2017,Export,Other (including unknown),3340102
Oklahoma,OK,2024,Export,Air,15414647
Missouri,MO,2024,Export,Air,19615015
Missouri,MO,2023,Import,Other (including unknown),440879
Illinois,IL,2021,Import,Truck,9239195282
Illinois,IL,2017,Import,Rail,3211566043
Washington,WA,2016,Export,Other (including unknown),480453959
Nebraska,NE,2019,Export,Rail,1320217038
New Hampshire,NH,2016,Export,Rail,159474
Pennsylvania,PA,2023,Export,Mail,90036
New Jersey,NJ,2024,Import,Air,146952802
New York,NY,2024,Import,Air,230545228
Massachusetts,MA,2020,Export,Rail,53647273
South Dakota,SD,2021,Export,Rail,197630065
Oklahoma,OK,2020,Import,Vessel,475561
Oklahoma,OK,2019,Import,Rail,12570025
State Unknown,DU,2023,Export,Air,227420000
Illinois,IL,2015,Export,Vessel,80172628
Oregon,OR,2022,Export,Air,33225224
Idaho,"ID",2022,Export,Air,7549839
Texas,TX,2022,Export,Pipeline,13523091229
Maine,ME,2019,Export,Rail,7595274
Alabama,AL,2015,Export,Other (including unknown),2837902
Washington,WA,2021,Import,Rail,102087598
New Mexico,NM,2016,Export,Air,2596245
Wyoming,WY,2017,Export,Air,90422
State Unknown,DU,2019,Export,Vessel,101165017
Ohio,OH,2016,Export,Air,258947464
Nebraska,NE,2019,Export,Air,12634636
Alabama,AL,2019,Import,Air,55308060
Kansas,KS,2021,Import,Truck,789963006
California,CA,2022,Import,Vessel,3843159234
Montana,MT,2023,Export,Vessel,504224
Rhode Island,RI,2015,Export,Air,9882052
Montana,MT,2015,Export,Rail,14427423
Montana,MT,2020,Export,Other (including unknown),587234
Arizona,AZ,2018,Import,Other (including unknown),171218988
North Carolina,NC,2021,Import,Other (including unknown),33668
Utah,UT,2023,Import,Vessel,7847229
Idaho,"ID",2015,Export,Air,29109934
South Carolina,SC,2024,Import,Imports into Foreign Trade Zones,1604897412
Connecticut,CT,2019,Import,Rail,596884992
Montana,MT,2017,Import,Air,1148933
Washington,WA,2016,Import,Rail,82646047
Virginia,VA,2019,Import,Air,35917461
Nevada,NV,2015,Import,Air,10673222
Mississippi,MS,2019,Export,Other (including unknown),4668663
Alabama,AL,2023,Import,Vessel,3043287498
Montana,MT,2015,Import,Air,817225
Mississippi,MS,2016,Import,Truck,1254704076
North Carolina,NC,2017,Import,Air,193043705
Alaska,AK,2021,Export,Air,518643
Montana,MT,2024,Export,Rail,29919313
Mississippi,MS,2023,Export,Vessel,122226438
Arkansas,AR,2024,Import,Air,4388465
Illinois,IL,2021,Export,Air,530076211
Hawaii,HI,2021,Import,Air,2680620
Oklahoma,OK,2020,Export,Air,6951781
Indiana,IN,2015,Export,Air,200139283
Montana,MT,2020,Import,Air,4530859
South Dakota,SD,2019,Import,Air,746102
Hawaii,HI,2019,Import,Air,3124980
Virginia,VA,2021,Import,Rail,17656657
Alabama,AL,2022,Export,Other (including unknown),13474546
New York,NY,2018,Import,Vessel,157245112
Arizona,AZ,2022,Import,Vessel,3521787
New Mexico,NM,2024,Import,Air,29726557
