State,StateCode,Year,TradeType,Mode,TradeValue
Massachusetts,MA,2024,Export,Other (including unknown),5565695
South Carolina,SC,2016,Export,Rail,128292653
Missouri,MO,2024,Export,Other (including unknown),16654315
State Unknown,DU,2016,Import,Vessel,445276982
Illinois,IL,2023,Import,Vessel,1081311922
Montana,MT,2022,Import,Truck,72439637
Vermont,VT,2015,Import,Air,1228676
Alabama,AL,2016,Import,Truck,2200028370
Maine,ME,2017,Export,Rail,9648176
Massachusetts,MA,2024,Export,Rail,43299697
California,CA,2023,Export,Vessel,1290974549
Connecticut,CT,2022,Import,Vessel,93578869
Rhode Island,RI,2017,Export,Vessel,10076227
Maryland,MD,2017,Export,Air,48711808
Missouri,MO,2016,Import,Vessel,3672394
Ohio,OH,2015,Import,Vessel,8518143
Delaware,DE,2016,Import,Truck,75479219
Mississippi,MS,2021,Export,Rail,624186702
State Unknown,DU,2016,Import,Truck,14490039
New York,NY,2022,Import,Air,315241118
Kentucky,KY,2022,Export,Rail,333031236
District of Columbia,DC,2020,Import,Truck,6609581
Maryland,MD,2020,Export,Rail,13432790
Kentucky,KY,2017,Import,Rail,1316592000
North Carolina,NC,2015,Export,Rail,129705611
Tennessee,TN,2015,Export,Air,223193737
Washington,WA,2021,Import,Truck,1215526573
Tennessee,TN,2021,Export,Vessel,15418338
Alabama,AL,2018,Import,Air,48920693
North Carolina,NC,2019,Import,Air,181419384
State Unknown,DU,2022,Import,Truck,31316661
Texas,TX,2024,Import,Vessel,13761118762
Pennsylvania,PA,2018,Import,Truck,5232796982
Georgia,GA,2015,Export,Rail,404004994
Oklahoma,OK,2022,Export,Air,17198490
Pennsylvania,PA,2015,Import,Rail,412322441
Arizona,AZ,2022,Import,Air,136612984
California,CA,2020,Export,Air,1510209752
Washington,WA,2024,Import,Air,119354960
Mississippi,MS,2018,Import,Vessel,142242666
Rhode Island,RI,2018,Export,Rail,244431
Michigan,MI,2020,Import,Air,188134449
North Carolina,NC,2015,Import,Rail,103309600
Wyoming,WY,2018,Export,Truck,18880307
Louisiana,LA,2023,Import,Vessel,4968538353
Mississippi,MS,2016,Export,Other (including unknown),4748546
Tennessee,TN,2022,Import,Truck,7026742510
New Hampshire,NH,2021,Import,Rail,966346
New Hampshire,NH,2015,Import,Truck,458170881
Massachusetts,MA,2020,Export,Other (including unknown),3947979
California,CA,2024,Import,Imports into Foreign Trade Zones,788403022
Iowa,IA,2015,Export,Air,14714254
Texas,TX,2016,Export,Vessel,12679865539
Delaware,DE,2020,Export,Rail,5344458
Missouri,MO,2022,Import,Air,55351667
Kansas,KS,2023,Export,Vessel,19750763
Wisconsin,WI,2020,Import,Air,64530330
Iowa,IA,2024,Export,Rail,1696598119
New Jersey,NJ,2017,Import,Truck,3548116367
West Virginia,WV,2018,Import,Truck,62229811
Pennsylvania,PA,2023,Import,Vessel,625750591
New Mexico,NM,2015,Export,Other (including unknown),15096264
Wyoming,WY,2015,Import,Truck,41523669
Washington,WA,2016,Export,Rail,119478807
Arkansas,AR,2022,Import,Air,3288111
Florida,FL,2022,Export,Air,751567962
Nevada,NV,2023,Import,Truck,1270795920
Minnesota,MN,2024,Import,Truck,2910833332
Nebraska,NE,2024,Export,Air,14995158
Wisconsin,WI,2019,Export,Rail,273791844
Minnesota,MN,2019,Export,Other (including unknown),4520221
Wisconsin,WI,2015,Export,Other (including unknown),3840624
Wisconsin,WI,2023,Import,Truck,5865706248
Wyoming,WY,2016,Export,Truck,29939509
Nebraska,NE,2018,Export,Other (including unknown),6017898
Kentucky,KY,2020,Export,Rail,182016110
New Jersey,NJ,2016,Export,Other (including unknown),10159284
Oregon,OR,2018,Export,Vessel,16188491
Alaska,AK,2015,Export,Air,391729
Mississippi,MS,2020,Import,Truck,1418654570
Alabama,AL,2022,Export,Rail,562603403
Vermont,VT,2018,Import,Air,1560538
New Mexico,NM,2016,Import,Truck,674923030
Louisiana,LA,2017,Export,Vessel,6247491943
Minnesota,MN,2016,Import,Air,73814604
Louisiana,LA,2015,Export,Vessel,4603995259
North Carolina,NC,2022,Export,Rail,66153671
Indiana,IN,2017,Import,Air,76755678
Alaska,AK,2016,Export,Rail,14189154
Florida,FL,2017,Import,Truck,3435620694
North Dakota,ND,2019,Export,Truck,43122248
Mississippi,MS,2019,Import,Truck,1427106304
Iowa,IA,2021,Import,Vessel,1510817
Massachusetts,MA,2019,Import,Air,243343544
South Carolina,SC,2015,Export,Rail,227434820
New Hampshire,NH,2017,Import,Air,38901276
Pennsylvania,PA,2020,Import,Vessel,591125950
Wyoming,WY,2023,Export,Air,413907
Massachusetts,MA,2023,Export,Vessel,10406184
Alabama,AL,2022,Import,Truck,4374899343
Louisiana,LA,2017,Export,Other (including unknown),7924588
Illinois,IL,2016,Export,Air,338867483
California,CA,2024,Import,Rail,7046454902
Connecticut,CT,2015,Export,Other (including unknown),4413089
South Dakota,SD,2019,Import,Rail,6974488
Maine,ME,2016,Export,Rail,17393526
Florida,FL,2022,Import,Imports into Foreign Trade Zones,19873486
Tennessee,TN,2020,Import,Vessel,981695283
Colorado,CO,2022,Export,Other (including unknown),31725540
Kansas,KS,2016,Export,Air,289133874
Missouri,MO,2019,Export,Air,40540751
Nevada,NV,2020,Export,Other (including unknown),1744719
Louisiana,LA,2015,Import,Truck,234482151
Alabama,AL,2016,Export,Rail,714037872
Tennessee,TN,2019,Import,Air,314623993
Wyoming,WY,2016,Import,Truck,84224020
Idaho,"ID",2019,Import,Rail,7890010
New York,NY,2021,Import,Other (including unknown),3804646
Rhode Island,RI,2018,Import,Truck,228930420
District of Columbia,DC,2015,Export,Truck,1567385
Mississippi,MS,2024,Import,Vessel,266316362
Oklahoma,OK,2017,Export,Air,9892835
Washington,WA,2015,Export,Rail,95172342
Wyoming,WY,2023,Import,Truck,26070458
Oregon,OR,2021,Export,Vessel,16437667
Indiana,IN,2016,Import,Air,62017942
Pennsylvania,PA,2024,Import,Truck,5143331612
Alabama,AL,2021,Export,Other (including unknown),6680740
Texas,TX,2016,Export,Air,981115506
Arizona,AZ,2022,Import,Imports into Foreign Trade Zones,132943882
Massachusetts,MA,2021,Import,Rail,34357878
Virginia,VA,2018,Import,Air,35325684
West Virginia,WV,2019,Import,Rail,13024577
Louisiana,LA,2019,Export,Vessel,7245055150
Connecticut,CT,2018,Export,Other (including unknown),22947027
Utah,UT,2015,Export,Rail,62408040
Connecticut,CT,2020,Import,Air,56811568
Kansas,KS,2020,Import,Truck,522542976
Montana,MT,2024,Import,Truck,79087108
Tennessee,TN,2019,Import,Truck,5551449514
Vermont,VT,2016,Import,Truck,40821066
New Jersey,NJ,2016,Import,Rail,736600446
State Unknown,DU,2017,Export,Vessel,187975592
Texas,TX,2019,Export,Mail,313222
South Carolina,SC,2021,Export,Other (including unknown),7102553
Massachusetts,MA,2022,Export,Air,182409341
New Hampshire,NH,2024,Import,Vessel,7270479
New York,NY,2019,Export,Rail,138725399
Georgia,GA,2020,Import,Air,140265754
Kentucky,KY,2023,Import,Truck,6780567202
Kentucky,KY,2023,Export,Rail,506267179
Washington,WA,2021,Import,Vessel,108742210
Pennsylvania,PA,2018,Export,Vessel,24446138
Indiana,IN,2019,Export,Other (including unknown),9890468
Minnesota,MN,2023,Export,Other (including unknown),21999577
Arizona,AZ,2021,Import,Vessel,4992176
Alabama,AL,2021,Import,Air,46117194
Montana,MT,2022,Export,Truck,53894787
Idaho,"ID",2015,Export,Other (including unknown),300523
Louisiana,LA,2018,Export,Other (including unknown),7210061
Maryland,MD,2021,Import,Rail,160733820
New Mexico,NM,2017,Export,Air,1879460
Connecticut,CT,2016,Import,Air,68771038
Florida,FL,2023,Export,Other (including unknown),79504616
Utah,UT,2023,Import,Air,1284951165
Georgia,GA,2021,Export,Air,168533794
Georgia,GA,2019,Export,Vessel,60662574
Mississippi,MS,2023,Import,Vessel,217494029
New York,NY,2015,Export,Vessel,76836565
State Unknown,DU,2022,Import,Vessel,1082361628
Iowa,IA,2019,Export,Rail,1022624305
Massachusetts,MA,2023,Export,Rail,34852642
Ohio,OH,2022,Import,Air,297715231
Wisconsin,WI,2017,Import,Air,44337578
Minnesota,MN,2020,Import,Air,48882145
Indiana,IN,2020,Export,Other (including unknown),13800122
Pennsylvania,PA,2016,Export,Other (including unknown),20811057
State Unknown,DU,2018,Export,Truck,22374043
Utah,UT,2024,Export,Other (including unknown),20625740
North Carolina,NC,2015,Import,Air,132813097
Indiana,IN,2019,Export,Rail,1412349744
State Unknown,DU,2024,Export,Truck,394654546
Alaska,AK,2023,Export,Rail,5632408
Virginia,VA,2024,Import,Vessel,45113197
West Virginia,WV,2019,Import,Air,15170661
Minnesota,MN,2018,Import,Truck,2181247233
South Dakota,SD,2015,Export,Rail,149728226
South Carolina,SC,2022,Import,Imports into Foreign Trade Zones,1711566062
Wyoming,WY,2020,Export,Rail,6815169
Iowa,IA,2018,Export,Air,14962765
New Jersey,NJ,2024,Import,Rail,977113487
Virginia,VA,2020,Export,Vessel,28192805
New York,NY,2017,Import,Vessel,153981664
Arizona,AZ,2017,Export,Air,579286464
California,CA,2021,Export,Air,1593564769
New Jersey,NJ,2022,Import,Rail,1113358074
Kansas,KS,2022,Export,Other (including unknown),8164747
Michigan,MI,2020,Export,Other (including unknown),8222130
Oregon,OR,2017,Export,Rail,54045864
Louisiana,LA,2016,Import,Air,17990439
Minnesota,MN,2018,Import,Air,69179244
Nebraska,NE,2020,Import,Rail,9296771
Kentucky,KY,2015,Import,Rail,1238413862
Virginia,VA,2022,Export,Rail,75861154
Connecticut,CT,2016,Import,Rail,271611191
Utah,UT,2018,Export,Air,23369532
Connecticut,CT,2018,Import,Air,75411021
Indiana,IN,2018,Import,Vessel,36955026
Washington,WA,2019,Import,Truck,1579724622
North Dakota,ND,2022,Export,Truck,46126728
New York,NY,2017,Export,Vessel,91652589
Idaho,"ID",2021,Import,Vessel,322658
Massachusetts,MA,2024,Export,Air,202561470
Idaho,"ID",2021,Import,Imports into Foreign Trade Zones,9418
Michigan,MI,2015,Import,Rail,26552141253
North Carolina,NC,2016,Export,Rail,124122562
Minnesota,MN,2016,Export,Air,106394597
Missouri,MO,2019,Export,Rail,687000712
State Unknown,DU,2015,Import,Imports into Foreign Trade Zones,567062356
Oregon,OR,2023,Export,Rail,485174460
Colorado,CO,2016,Export,Other (including unknown),16499428
Wisconsin,WI,2024,Export,Other (including unknown),13159620
Minnesota,MN,2015,Import,Air,50566395
Illinois,IL,2016,Import,Truck,8370135397
Florida,FL,2021,Import,Air,292816938
Oregon,OR,2015,Import,Rail,20361077
State Unknown,DU,2023,Export,Vessel,290559266
Indiana,IN,2020,Import,Vessel,133821744
New Hampshire,NH,2017,Export,Air,32197659
Idaho,"ID",2018,Export,Rail,102105136
Kansas,KS,2017,Export,Air,211911518
Idaho,"ID",2019,Import,Truck,202276311
Mississippi,MS,2015,Export,Air,50262966
Vermont,VT,2021,Import,Truck,74008831
Massachusetts,MA,2016,Import,Truck,3324732869
Vermont,VT,2018,Import,Truck,49502068
Connecticut,CT,2015,Export,Air,109916130
Kentucky,KY,2020,Import,Truck,6019806252
Indiana,IN,2022,Export,Rail,1650968677
Arkansas,AR,2019,Import,Air,3264224
State Unknown,DU,2020,Import,Air,18473714
Texas,TX,2020,Export,Air,625641325
Kansas,KS,2017,Import,Air,25172279
Kentucky,KY,2018,Export,Air,229567842
Pennsylvania,PA,2019,Export,Air,164066951
Wisconsin,WI,2024,Import,Rail,48531800
Rhode Island,RI,2023,Import,Truck,206361304
Connecticut,CT,2021,Export,Air,65013199
Indiana,IN,2020,Import,Truck,4066546168
Missouri,MO,2017,Export,Air,29222872
Arizona,AZ,2017,Import,Truck,7055844583
South Dakota,SD,2024,Import,Truck,98386539
Maine,ME,2022,Export,Other (including unknown),942306
Indiana,IN,2020,Import,Imports into Foreign Trade Zones,88639022
Pennsylvania,PA,2017,Export,Air,177106373
Wisconsin,WI,2021,Import,Vessel,25681216
New Hampshire,NH,2019,Export,Other (including unknown),892562
New Mexico,NM,2022,Import,Rail,19495140
Alabama,AL,2016,Import,Air,50664130
Indiana,IN,2019,Import,Truck,4764535834
Oregon,OR,2022,Export,Vessel,11525725
Kansas,KS,2024,Import,Rail,27247168
Washington,WA,2015,Export,Other (including unknown),488065381
Tennessee,TN,2018,Export,Other (including unknown),5861784
Maine,ME,2018,Export,Air,3486345
Alabama,AL,2024,Export,Air,37180769
Washington,WA,2021,Import,Air,63334979
California,CA,2023,Export,Other (including unknown),356947530
Oregon,OR,2021,Export,Rail,115705130
District of Columbia,DC,2021,Export,Truck,1010781
Washington,WA,2024,Export,Rail,190335215
Oregon,OR,2016,Export,Air,51197559
Ohio,OH,2022,Import,Vessel,26131808
Texas,TX,2018,Import,Rail,2913879279
State Unknown,DU,2024,Export,Air,363852726
Maine,ME,2023,Export,Air,11791491
Connecticut,CT,2018,Export,Air,132241043
New Mexico,NM,2023,Import,Air,14394857
Montana,MT,2021,Export,Air,4188220
Florida,FL,2018,Export,Air,806982816
Virginia,VA,2018,Import,Truck,1373614237
South Dakota,SD,2019,Export,Rail,160172964
Minnesota,MN,2022,Import,Truck,3080240687
Hawaii,HI,2016,Import,Vessel,5119564
New Hampshire,NH,2018,Export,Vessel,3291199
Wisconsin,WI,2017,Import,Truck,2794301596
Oregon,OR,2023,Export,Other (including unknown),3622522
New Jersey,NJ,2020,Import,Truck,3311366365
Delaware,DE,2022,Import,Rail,952534
West Virginia,WV,2021,Import,Truck,102163611
Ohio,OH,2023,Export,Air,407431898
New York,NY,2018,Import,Air,323711623
New Hampshire,NH,2016,Import,Truck,414253969
State Unknown,DU,2017,Export,Truck,35995631
North Dakota,ND,2017,Import,Air,15078921
Texas,TX,2016,Import,Vessel,7107925447
Pennsylvania,PA,2024,Export,Air,346489953
Kentucky,KY,2016,Export,Air,197884448
Massachusetts,MA,2022,Export,Rail,64141011
Alaska,AK,2024,Export,Rail,892827
Montana,MT,2018,Export,Truck,13184018
New Jersey,NJ,2022,Export,Air,250805984
North Carolina,NC,2018,Import,Vessel,248577016
Arizona,AZ,2022,Export,Air,1125669893
Wisconsin,WI,2023,Import,Rail,44496942
South Carolina,SC,2016,Export,Vessel,285703273
Tennessee,TN,2022,Import,Vessel,599693641
Louisiana,LA,2016,Export,Other (including unknown),25429165
Oklahoma,OK,2024,Export,Vessel,312239
Florida,FL,2023,Export,Air,922099110
Ohio,OH,2015,Export,Other (including unknown),14862103
Missouri,MO,2016,Import,Air,9697812
Ohio,OH,2019,Export,Other (including unknown),21520071
Washington,WA,2017,Export,Air,61430350
Illinois,IL,2024,Import,Rail,6420471717
Pennsylvania,PA,2022,Import,Air,245740890
Utah,UT,2021,Import,Truck,3503131489
Pennsylvania,PA,2019,Export,Rail,147349253
Oregon,OR,2020,Export,Air,35722681
Massachusetts,MA,2016,Export,Other (including unknown),10520707
Washington,WA,2018,Export,Rail,105447690
Virginia,VA,2021,Export,Air,45515169
Minnesota,MN,2020,Export,Rail,298598565
West Virginia,WV,2024,Export,Air,8393502
Indiana,IN,2015,Import,Rail,561602010
Iowa,IA,2017,Import,Air,18476062
Nevada,NV,2019,Import,Air,44496803
Delaware,DE,2024,Export,Rail,8631132
Idaho,"ID",2015,Import,Air,1212881
Pennsylvania,PA,2023,Import,Rail,420207622
Missouri,MO,2017,Export,Rail,899887970
Texas,TX,2017,Export,Vessel,16036865163
Connecticut,CT,2017,Import,Truck,1958592842
District of Columbia,DC,2021,Import,Truck,7608196
Florida,FL,2018,Import,Truck,4258955174
Ohio,OH,2016,Export,Rail,1121014507
New Jersey,NJ,2020,Export,Other (including unknown),4038293
Maryland,MD,2021,Export,Rail,15122040
Alaska,AK,2024,Import,Air,3342528
Pennsylvania,PA,2020,Import,Rail,289675801
Illinois,IL,2015,Import,Vessel,443134392
State Unknown,DU,2024,Import,Truck,20340680
Utah,UT,2018,Export,Rail,97472656
Connecticut,CT,2023,Import,Truck,3096664865
New Mexico,NM,2023,Import,Vessel,313433
Minnesota,MN,2015,Export,Other (including unknown),4267277
Ohio,OH,2019,Export,Rail,691317357
Florida,FL,2022,Export,Vessel,730116493
Georgia,GA,2023,Export,Rail,241730563
Iowa,IA,2015,Import,Air,23942564
Pennsylvania,PA,2020,Export,Rail,129958537
Minnesota,MN,2017,Import,Rail,23639021
Oregon,OR,2019,Import,Vessel,338409247
Missouri,MO,2018,Import,Rail,167944447
North Carolina,NC,2016,Import,Air,128373297
Tennessee,TN,2021,Import,Truck,5986756687
Tennessee,TN,2021,Export,Other (including unknown),10841069
Virginia,VA,2024,Import,Air,63426754
Oklahoma,OK,2024,Export,Rail,102025265
District of Columbia,DC,2023,Import,Air,1764210
Arizona,AZ,2021,Export,Vessel,4504926
Maryland,MD,2020,Import,Air,30787263
Virginia,VA,2016,Export,Air,43181067
Georgia,GA,2019,Export,Other (including unknown),44760586
New Jersey,NJ,2015,Import,Air,66296039
Wisconsin,WI,2023,Export,Rail,384792449
Oregon,OR,2019,Import,Other (including unknown),1840
Florida,FL,2023,Import,Imports into Foreign Trade Zones,10359367
Michigan,MI,2017,Export,Other (including unknown),13848185
State Unknown,DU,2020,Export,Vessel,73914692
Illinois,IL,2023,Export,Air,910011852
Nebraska,NE,2021,Export,Air,17893694
North Dakota,ND,2018,Export,Air,7441157
Texas,TX,2018,Export,Air,731134304
Oklahoma,OK,2019,Import,Air,34453102
Washington,WA,2023,Export,Air,186327278
Oregon,OR,2023,Import,Rail,8467020
New York,NY,2023,Import,Vessel,253425580
District of Columbia,DC,2024,Import,Truck,65149129
Iowa,IA,2015,Export,Rail,891947931
Alabama,AL,2024,Export,Vessel,993785325
North Dakota,ND,2016,Export,Other (including unknown),330190
Wisconsin,WI,2023,Import,Vessel,29893601
Maryland,MD,2016,Import,Air,164134058
Illinois,IL,2024,Export,Vessel,243147729
Colorado,CO,2024,Import,Truck,1008228280
Utah,UT,2017,Export,Air,35700406
Connecticut,CT,2017,Export,Air,67677738
Georgia,GA,2015,Export,Air,185735009
Georgia,GA,2018,Import,Vessel,1192971547
Maryland,MD,2019,Export,Air,63765065
Massachusetts,MA,2015,Export,Rail,40423117
New Jersey,NJ,2017,Import,Air,92712014
Ohio,OH,2023,Export,Rail,824446708
Ohio,OH,2022,Import,Rail,1560352444
Indiana,IN,2021,Export,Other (including unknown),15034090
Washington,WA,2023,Import,Air,158498135
Pennsylvania,PA,2019,Import,Rail,368487191
Wisconsin,WI,2018,Import,Truck,2702273322
Wisconsin,WI,2021,Import,Rail,56194454
Illinois,IL,2024,Export,Air,453190902
State Unknown,DU,2020,Import,Truck,15566008
Mississippi,MS,2016,Export,Air,84560440
Missouri,MO,2023,Export,Rail,1574868337
Texas,TX,2019,Export,Air,681133743
Ohio,OH,2015,Import,Truck,7028724643
Nebraska,NE,2023,Import,Air,12404169
New Hampshire,NH,2017,Export,Truck,438865103
Louisiana,LA,2015,Export,Air,39861857
Rhode Island,RI,2017,Import,Air,4264994
Michigan,MI,2019,Export,Other (including unknown),10731538
West Virginia,WV,2021,Import,Air,8243955
Louisiana,LA,2022,Import,Truck,403624195
Minnesota,MN,2022,Export,Rail,424679828
Tennessee,TN,2017,Export,Other (including unknown),96943823
Ohio,OH,2017,Import,Vessel,10208834
Delaware,DE,2015,Import,Truck,61710549
Florida,FL,2015,Import,Vessel,1417393268
Maine,ME,2016,Import,Truck,51366732
North Dakota,ND,2023,Export,Rail,485370984
Kentucky,KY,2016,Export,Other (including unknown),6499448
Wisconsin,WI,2021,Export,Vessel,14889834
Vermont,VT,2016,Import,Air,993566
South Carolina,SC,2016,Import,Truck,2381598394
Maine,ME,2020,Export,Truck,27666097
Nevada,NV,2018,Export,Other (including unknown),3644912
Indiana,IN,2018,Export,Rail,1870228810
Maine,ME,2018,Export,Rail,3960764
California,CA,2017,Import,Other (including unknown),78132200
Hawaii,HI,2018,Import,Air,2178647
Massachusetts,MA,2021,Export,Rail,63441890
Montana,MT,2022,Export,Other (including unknown),827301
Delaware,DE,2019,Export,Other (including unknown),224863
Colorado,CO,2022,Import,Truck,1411301826
New Mexico,NM,2023,Import,Rail,6641423
New Jersey,NJ,2024,Export,Other (including unknown),10583322
Washington,WA,2022,Import,Rail,157779228
Oklahoma,OK,2019,Import,Truck,647843961
Michigan,MI,2017,Import,Vessel,2631091788
Hawaii,HI,2021,Import,Truck,6111013
Arizona,AZ,2020,Import,Vessel,14792681
District of Columbia,DC,2021,Export,Air,1681773
Texas,TX,2015,Import,Vessel,10301310560
Rhode Island,RI,2021,Import,Rail,1239006
Wyoming,WY,2016,Export,Air,1269810
Mississippi,MS,2015,Import,Truck,1211943746
Alabama,AL,2023,Export,Vessel,764633039
Kentucky,KY,2023,Import,Rail,903484480
